試合ID,試合日,曜日,リーグ区分,ホーム/ビジター,球団,対戦球団,投手フルネーム,登板順,登板区分,結果,投球数,打者,投球回,投球回(アウト),奪三振,暴投,ボーク,失点,自責点,試合防御率
20260405_M-H_03,2026-04-05,日,パ・リーグ公式戦,ビジター,福岡ソフトバンクホークス,千葉ロッテマリーンズ,上茶谷 大河,2,救援,H,33,8,2,6,1,0,0,1,1,4.50
20260405_M-H_03,2026-04-05,日,パ・リーグ公式戦,ビジター,福岡ソフトバンクホークス,千葉ロッテマリーンズ,松本 裕樹,3,救援,S,13,4,1,3,1,0,0,0,0,0.00
20260405_F-B_03,2026-04-05,日,パ・リーグ公式戦,ホーム,北海道日本ハムファイターズ,オリックス・バファローズ,有原 航平,1,先発,勝,108,28,7,21,2,1,0,2,2,2.57
20260405_F-B_03,2026-04-05,日,パ・リーグ公式戦,ホーム,北海道日本ハムファイターズ,オリックス・バファローズ,田中 正義,2,救援,H,11,3,1,3,1,0,0,0,0,0.00
20260405_F-B_03,2026-04-05,日,パ・リーグ公式戦,ホーム,北海道日本ハムファイターズ,オリックス・バファローズ,古林 睿煬,3,救援,,15,4,1,3,1,0,0,0,0,0.00
20260404_F-B_02,2026-04-04,土,パ・リーグ公式戦,ビジター,オリックス・バファローズ,北海道日本ハムファイターズ,九里 亜蓮,1,先発,,106,25,6,18,6,0,0,3,3,4.50
20260404_F-B_02,2026-04-04,土,パ・リーグ公式戦,ビジター,オリックス・バファローズ,北海道日本ハムファイターズ,山﨑 颯一郎,2,救援,敗,15,7,0.2,2,1,0,0,3,3,40.50
20260404_F-B_02,2026-04-04,土,パ・リーグ公式戦,ビジター,オリックス・バファローズ,北海道日本ハムファイターズ,古田島 成龍,3,救援,,8,1,0.1,1,0,0,0,0,0,0.00
20260404_F-B_02,2026-04-04,土,パ・リーグ公式戦,ビジター,オリックス・バファローズ,北海道日本ハムファイターズ,平野 佳寿,4,救援,,12,5,1,3,0,0,0,0,0,0.00
20260404_G-DB_02,2026-04-04,土,セ・リーグ公式戦,ビジター,横浜DeNAベイスターズ,読売ジャイアンツ,入江 大生,1,先発,,74,21,4,12,2,0,0,4,4,9.00
20260404_G-DB_02,2026-04-04,土,セ・リーグ公式戦,ビジター,横浜DeNAベイスターズ,読売ジャイアンツ,吉野 光樹,2,救援,敗,10,5,1,3,0,0,0,1,1,9.00
20260404_G-DB_02,2026-04-04,土,セ・リーグ公式戦,ビジター,横浜DeNAベイスターズ,読売ジャイアンツ,Ｈ．マルセリーノ,3,救援,,39,8,1,3,2,1,0,3,3,27.00
20260404_G-DB_02,2026-04-04,土,セ・リーグ公式戦,ビジター,横浜DeNAベイスターズ,読売ジャイアンツ,中川 颯,4,救援,,13,5,1,3,1,0,0,0,0,0.00
20260404_G-DB_02,2026-04-04,土,セ・リーグ公式戦,ビジター,横浜DeNAベイスターズ,読売ジャイアンツ,堀岡 隼人,5,救援,,23,5,1,3,1,0,0,0,0,0.00
20260404_C-T_02,2026-04-04,土,セ・リーグ公式戦,ホーム,広島東洋カープ,阪神タイガース,Ｆ．ターノック,1,先発,,93,21,5,15,3,0,1,2,2,3.60
20260404_C-T_02,2026-04-04,土,セ・リーグ公式戦,ホーム,広島東洋カープ,阪神タイガース,島内 颯太郎,2,救援,H,25,4,1,3,1,0,0,0,0,0.00
20260404_C-T_02,2026-04-04,土,セ・リーグ公式戦,ホーム,広島東洋カープ,阪神タイガース,Ｔ．ハーン,3,救援,H,19,4,1,3,1,0,0,0,0,0.00
20260404_C-T_02,2026-04-04,土,セ・リーグ公式戦,ホーム,広島東洋カープ,阪神タイガース,中﨑 翔太,4,救援,H,13,3,1,3,0,0,0,0,0,0.00
20260404_C-T_02,2026-04-04,土,セ・リーグ公式戦,ホーム,広島東洋カープ,阪神タイガース,森浦 大輔,5,救援,,34,7,1,3,2,0,0,3,0,0.00
20260404_C-T_02,2026-04-04,土,セ・リーグ公式戦,ホーム,広島東洋カープ,阪神タイガース,辻 大雅,6,救援,敗,17,5,1,3,1,0,0,2,2,18.00
20260404_C-T_02,2026-04-04,土,セ・リーグ公式戦,ビジター,阪神タイガース,広島東洋カープ,大竹 耕太郎,1,先発,,74,20,5,15,2,0,0,3,3,5.40
20260404_C-T_02,2026-04-04,土,セ・リーグ公式戦,ビジター,阪神タイガース,広島東洋カープ,早川 太貴,2,救援,,16,5,1,3,1,0,0,0,0,0.00
20260404_C-T_02,2026-04-04,土,セ・リーグ公式戦,ビジター,阪神タイガース,広島東洋カープ,木下 里都,3,救援,,44,11,2,6,1,0,0,2,2,9.00
20260404_C-T_02,2026-04-04,土,セ・リーグ公式戦,ビジター,阪神タイガース,広島東洋カープ,Ｄ．モレッタ,4,救援,勝,13,3,1,3,1,0,0,0,0,0.00
20260404_C-T_02,2026-04-04,土,セ・リーグ公式戦,ビジター,阪神タイガース,広島東洋カープ,Ｒ．ドリス,5,救援,S,9,3,1,3,0,0,0,0,0,0.00
20260404_L-E_02,2026-04-04,土,パ・リーグ公式戦,ホーム,埼玉西武ライオンズ,東北楽天ゴールデンイーグルス,武内 夏暉,1,先発,,96,22,7,21,10,0,0,0,0,0.00
20260404_L-E_02,2026-04-04,土,パ・リーグ公式戦,ホーム,埼玉西武ライオンズ,東北楽天ゴールデンイーグルス,甲斐野 央,2,救援,敗,21,6,1,3,1,0,0,2,2,18.00
20260404_L-E_02,2026-04-04,土,パ・リーグ公式戦,ホーム,埼玉西武ライオンズ,東北楽天ゴールデンイーグルス,Ｅ．ラミレス,3,救援,,13,4,1,3,1,0,0,0,0,0.00
20260404_M-H_02,2026-04-04,土,パ・リーグ公式戦,ホーム,千葉ロッテマリーンズ,福岡ソフトバンクホークス,田中 晴也,1,先発,,99,24,6,18,8,0,0,0,0,0.00
20260404_M-H_02,2026-04-04,土,パ・リーグ公式戦,ホーム,千葉ロッテマリーンズ,福岡ソフトバンクホークス,高野 脩汰,2,救援,敗,31,7,1,3,2,1,0,3,3,27.00
20260404_M-H_02,2026-04-04,土,パ・リーグ公式戦,ホーム,千葉ロッテマリーンズ,福岡ソフトバンクホークス,宮﨑 颯,3,救援,,22,5,1,3,2,0,0,2,2,18.00
20260404_M-H_02,2026-04-04,土,パ・リーグ公式戦,ホーム,千葉ロッテマリーンズ,福岡ソフトバンクホークス,益田 直也,4,救援,,10,3,1,3,0,0,0,0,0,0.00
20260404_S-D_02,2026-04-04,土,セ・リーグ公式戦,ビジター,中日ドラゴンズ,東京ヤクルトスワローズ,櫻井 頼之介,1,先発,敗,68,15,2+,6,1,0,0,6,6,27.00
20260404_S-D_02,2026-04-04,土,セ・リーグ公式戦,ビジター,中日ドラゴンズ,東京ヤクルトスワローズ,牧野 憲伸,2,救援,,23,4,1,3,1,1,0,0,0,0.00
20260404_S-D_02,2026-04-04,土,セ・リーグ公式戦,ビジター,中日ドラゴンズ,東京ヤクルトスワローズ,梅野 雄吾,3,救援,,46,8,1.1,4,1,1,0,2,2,13.50
20260404_S-D_02,2026-04-04,土,セ・リーグ公式戦,ビジター,中日ドラゴンズ,東京ヤクルトスワローズ,近藤 廉,4,救援,,37,10,1.2,5,1,0,0,3,3,16.20
20260404_S-D_02,2026-04-04,土,セ・リーグ公式戦,ビジター,中日ドラゴンズ,東京ヤクルトスワローズ,根尾 昂,5,救援,,34,8,2,6,2,0,0,0,0,0.00
20260404_S-D_02,2026-04-04,土,セ・リーグ公式戦,ホーム,東京ヤクルトスワローズ,中日ドラゴンズ,山野 太一,1,先発,勝,95,26,6,18,7,0,0,4,4,6.00
20260404_S-D_02,2026-04-04,土,セ・リーグ公式戦,ホーム,東京ヤクルトスワローズ,中日ドラゴンズ,大西 広樹,2,救援,,24,6,1,3,1,0,0,2,2,18.00
20260404_S-D_02,2026-04-04,土,セ・リーグ公式戦,ホーム,東京ヤクルトスワローズ,中日ドラゴンズ,Ｊ．リランソ,3,救援,,20,5,1,3,1,0,0,0,0,0.00
20260404_S-D_02,2026-04-04,土,セ・リーグ公式戦,ホーム,東京ヤクルトスワローズ,中日ドラゴンズ,荘司 宏太,4,救援,,25,5,1,3,2,0,0,0,0,0.00
20260404_L-E_02,2026-04-04,土,パ・リーグ公式戦,ビジター,東北楽天ゴールデンイーグルス,埼玉西武ライオンズ,瀧中 瞭太,1,先発,,94,23,6,18,5,0,0,0,0,0.00
20260404_L-E_02,2026-04-04,土,パ・リーグ公式戦,ビジター,東北楽天ゴールデンイーグルス,埼玉西武ライオンズ,宋 家豪,2,救援,勝,13,5,1,3,1,0,0,0,0,0.00
20260404_L-E_02,2026-04-04,土,パ・リーグ公式戦,ビジター,東北楽天ゴールデンイーグルス,埼玉西武ライオンズ,鈴木 翔天,3,救援,H,11,3,1,3,1,0,0,0,0,0.00
20260404_L-E_02,2026-04-04,土,パ・リーグ公式戦,ビジター,東北楽天ゴールデンイーグルス,埼玉西武ライオンズ,田中 千晴,4,救援,S,17,5,1,3,1,0,0,1,0,0.00
20260404_G-DB_02,2026-04-04,土,セ・リーグ公式戦,ホーム,読売ジャイアンツ,横浜DeNAベイスターズ,Ｓ．ハワード,1,先発,,84,18,3.1,10,7,0,0,4,4,10.80
20260404_G-DB_02,2026-04-04,土,セ・リーグ公式戦,ホーム,読売ジャイアンツ,横浜DeNAベイスターズ,田和 廉,2,救援,,11,2,0.2,2,0,0,0,0,0,0.00
20260404_G-DB_02,2026-04-04,土,セ・リーグ公式戦,ホーム,読売ジャイアンツ,横浜DeNAベイスターズ,赤星 優志,3,救援,勝,39,7,2,6,2,0,0,0,0,0.00
20260404_G-DB_02,2026-04-04,土,セ・リーグ公式戦,ホーム,読売ジャイアンツ,横浜DeNAベイスターズ,田中 瑛斗,4,救援,,16,5,1,3,0,0,0,0,0,0.00
20260404_G-DB_02,2026-04-04,土,セ・リーグ公式戦,ホーム,読売ジャイアンツ,横浜DeNAベイスターズ,北浦 竜次,5,救援,,22,4,0.2,2,1,0,0,0,0,0.00
20260404_G-DB_02,2026-04-04,土,セ・リーグ公式戦,ホーム,読売ジャイアンツ,横浜DeNAベイスターズ,大勢,6,救援,H,4,1,0.1,1,0,0,0,0,0,0.00
20260404_G-DB_02,2026-04-04,土,セ・リーグ公式戦,ホーム,読売ジャイアンツ,横浜DeNAベイスターズ,船迫 大雅,7,救援,,15,4,1,3,2,0,0,0,0,0.00
20260404_M-H_02,2026-04-04,土,パ・リーグ公式戦,ビジター,福岡ソフトバンクホークス,千葉ロッテマリーンズ,松本 晴,1,先発,勝,107,28,7,21,6,0,0,1,1,1.29
20260404_M-H_02,2026-04-04,土,パ・リーグ公式戦,ビジター,福岡ソフトバンクホークス,千葉ロッテマリーンズ,木村 光,2,救援,,25,6,1,3,2,0,0,0,0,0.00
20260404_M-H_02,2026-04-04,土,パ・リーグ公式戦,ビジター,福岡ソフトバンクホークス,千葉ロッテマリーンズ,Ｄ．ヘルナンデス,3,救援,,32,5,0.2,2,2,1,0,1,0,0.00
20260404_M-H_02,2026-04-04,土,パ・リーグ公式戦,ビジター,福岡ソフトバンクホークス,千葉ロッテマリーンズ,杉山 一樹,4,救援,S,2,1,0.1,1,0,0,0,0,0,0.00
20260404_F-B_02,2026-04-04,土,パ・リーグ公式戦,ホーム,北海道日本ハムファイターズ,オリックス・バファローズ,達 孝太,1,先発,,126,29,5.2,17,8,0,0,3,2,3.18
20260404_F-B_02,2026-04-04,土,パ・リーグ公式戦,ホーム,北海道日本ハムファイターズ,オリックス・バファローズ,島本 浩也,2,救援,H,6,1,0.1,1,1,0,0,0,0,0.00
20260404_F-B_02,2026-04-04,土,パ・リーグ公式戦,ホーム,北海道日本ハムファイターズ,オリックス・バファローズ,上原 健太,3,救援,勝,14,4,1,3,1,0,0,0,0,0.00
20260404_F-B_02,2026-04-04,土,パ・リーグ公式戦,ホーム,北海道日本ハムファイターズ,オリックス・バファローズ,田中 正義,4,救援,H,11,3,1,3,1,0,0,0,0,0.00
20260404_F-B_02,2026-04-04,土,パ・リーグ公式戦,ホーム,北海道日本ハムファイターズ,オリックス・バファローズ,柳川 大晟,5,救援,S,9,3,1,3,0,0,0,0,0,0.00
20260403_F-B_01,2026-04-03,金,パ・リーグ公式戦,ビジター,オリックス・バファローズ,北海道日本ハムファイターズ,寺西 成騎,1,先発,敗,61,19,3.1,10,2,1,0,6,6,16.20
20260403_F-B_01,2026-04-03,金,パ・リーグ公式戦,ビジター,オリックス・バファローズ,北海道日本ハムファイターズ,横山 楓,2,救援,,11,3,0.2,2,1,1,0,0,0,0.00
20260403_F-B_01,2026-04-03,金,パ・リーグ公式戦,ビジター,オリックス・バファローズ,北海道日本ハムファイターズ,東松 快征,3,救援,,22,5,1,3,1,0,0,0,0,0.00
20260403_F-B_01,2026-04-03,金,パ・リーグ公式戦,ビジター,オリックス・バファローズ,北海道日本ハムファイターズ,髙谷 舟,4,救援,,38,9,1,3,1,0,0,5,5,45.00
20260403_F-B_01,2026-04-03,金,パ・リーグ公式戦,ビジター,オリックス・バファローズ,北海道日本ハムファイターズ,佐藤 一磨,5,救援,,39,9,2,6,1,0,0,1,1,4.50
20260403_G-DB_01,2026-04-03,金,セ・リーグ公式戦,ビジター,横浜DeNAベイスターズ,読売ジャイアンツ,東 克樹,1,先発,勝,80,26,7,21,9,0,0,1,1,1.29
20260403_G-DB_01,2026-04-03,金,セ・リーグ公式戦,ビジター,横浜DeNAベイスターズ,読売ジャイアンツ,Ｓ．レイノルズ,2,救援,H,29,5,1,3,3,0,0,0,0,0.00
20260403_G-DB_01,2026-04-03,金,セ・リーグ公式戦,ビジター,横浜DeNAベイスターズ,読売ジャイアンツ,山﨑 康晃,3,救援,S,17,4,1,3,1,0,0,0,0,0.00
20260403_C-T_01,2026-04-03,金,セ・リーグ公式戦,ホーム,広島東洋カープ,阪神タイガース,床田 寛樹,1,先発,敗,114,26,6,18,9,0,0,2,2,3.00
20260403_C-T_01,2026-04-03,金,セ・リーグ公式戦,ホーム,広島東洋カープ,阪神タイガース,齊藤 汰直,2,救援,,27,6,1,3,0,0,0,2,2,18.00
20260403_C-T_01,2026-04-03,金,セ・リーグ公式戦,ホーム,広島東洋カープ,阪神タイガース,辻 大雅,3,救援,,13,4,1,3,0,0,0,0,0,0.00
20260403_C-T_01,2026-04-03,金,セ・リーグ公式戦,ホーム,広島東洋カープ,阪神タイガース,赤木 晴哉,4,救援,,17,5,1,3,1,0,0,0,0,0.00
20260403_C-T_01,2026-04-03,金,セ・リーグ公式戦,ビジター,阪神タイガース,広島東洋カープ,村上 頌樹,1,先発,勝,109,25,7,21,6,0,0,1,1,1.29
20260403_C-T_01,2026-04-03,金,セ・リーグ公式戦,ビジター,阪神タイガース,広島東洋カープ,桐敷 拓馬,2,救援,H,13,4,1,3,1,0,0,1,1,9.00
20260403_C-T_01,2026-04-03,金,セ・リーグ公式戦,ビジター,阪神タイガース,広島東洋カープ,岩崎 優,3,救援,S,8,3,1,3,0,0,0,0,0,0.00
20260403_L-E_01,2026-04-03,金,パ・リーグ公式戦,ホーム,埼玉西武ライオンズ,東北楽天ゴールデンイーグルス,渡邉 勇太朗,1,先発,敗,108,26,6,18,3,0,0,6,6,9.00
20260403_L-E_01,2026-04-03,金,パ・リーグ公式戦,ホーム,埼玉西武ライオンズ,東北楽天ゴールデンイーグルス,浜屋 将太,2,救援,,17,3,1,3,0,0,0,0,0,0.00
20260403_L-E_01,2026-04-03,金,パ・リーグ公式戦,ホーム,埼玉西武ライオンズ,東北楽天ゴールデンイーグルス,中村 祐太,3,救援,,29,7,2,6,2,0,0,0,0,0.00
20260403_M-H_01,2026-04-03,金,パ・リーグ公式戦,ホーム,千葉ロッテマリーンズ,福岡ソフトバンクホークス,毛利 海大,1,先発,,91,27,7,21,5,0,0,2,2,2.57
20260403_M-H_01,2026-04-03,金,パ・リーグ公式戦,ホーム,千葉ロッテマリーンズ,福岡ソフトバンクホークス,Ｓ．ロング,2,救援,,19,5,1,3,0,0,0,0,0,0.00
20260403_M-H_01,2026-04-03,金,パ・リーグ公式戦,ホーム,千葉ロッテマリーンズ,福岡ソフトバンクホークス,澤田 圭佑,3,救援,勝,15,3,1,3,2,0,0,0,0,0.00
20260403_S-D_01,2026-04-03,金,セ・リーグ公式戦,ビジター,中日ドラゴンズ,東京ヤクルトスワローズ,柳 裕也,1,先発,勝,120,31,9,27,6,0,0,0,0,0.00
20260403_S-D_01,2026-04-03,金,セ・リーグ公式戦,ホーム,東京ヤクルトスワローズ,中日ドラゴンズ,吉村 貢司郎,1,先発,敗,90,23,5,15,6,1,0,1,1,1.80
20260403_S-D_01,2026-04-03,金,セ・リーグ公式戦,ホーム,東京ヤクルトスワローズ,中日ドラゴンズ,清水 昇,2,救援,,11,3,1,3,0,0,0,0,0,0.00
20260403_S-D_01,2026-04-03,金,セ・リーグ公式戦,ホーム,東京ヤクルトスワローズ,中日ドラゴンズ,田口 麗斗,3,救援,,14,4,1,3,2,0,0,0,0,0.00
20260403_S-D_01,2026-04-03,金,セ・リーグ公式戦,ホーム,東京ヤクルトスワローズ,中日ドラゴンズ,木澤 尚文,4,救援,,8,4,1,3,1,0,0,0,0,0.00
20260403_S-D_01,2026-04-03,金,セ・リーグ公式戦,ホーム,東京ヤクルトスワローズ,中日ドラゴンズ,廣澤 優,5,救援,,15,5,1,3,0,0,0,0,0,0.00
20260403_L-E_01,2026-04-03,金,パ・リーグ公式戦,ビジター,東北楽天ゴールデンイーグルス,埼玉西武ライオンズ,荘司 康誠,1,先発,勝,108,30,7,21,6,0,0,3,3,3.86
20260403_L-E_01,2026-04-03,金,パ・リーグ公式戦,ビジター,東北楽天ゴールデンイーグルス,埼玉西武ライオンズ,西垣 雅矢,2,救援,H,13,3,1,3,0,0,0,0,0,0.00
20260403_L-E_01,2026-04-03,金,パ・リーグ公式戦,ビジター,東北楽天ゴールデンイーグルス,埼玉西武ライオンズ,藤平 尚真,3,救援,S,11,3,1,3,1,0,0,0,0,0.00
20260403_G-DB_01,2026-04-03,金,セ・リーグ公式戦,ホーム,読売ジャイアンツ,横浜DeNAベイスターズ,竹丸 和幸,1,先発,敗,101,26,5,15,6,0,0,3,1,1.80
20260403_G-DB_01,2026-04-03,金,セ・リーグ公式戦,ホーム,読売ジャイアンツ,横浜DeNAベイスターズ,中川 皓太,2,救援,,15,4,1,3,1,0,0,0,0,0.00
20260403_G-DB_01,2026-04-03,金,セ・リーグ公式戦,ホーム,読売ジャイアンツ,横浜DeNAベイスターズ,又木 鉄平,3,救援,,40,8,2,6,1,0,0,0,0,0.00
20260403_G-DB_01,2026-04-03,金,セ・リーグ公式戦,ホーム,読売ジャイアンツ,横浜DeNAベイスターズ,泉 圭輔,4,救援,,21,4,1,3,1,0,0,0,0,0.00
20260403_M-H_01,2026-04-03,金,パ・リーグ公式戦,ビジター,福岡ソフトバンクホークス,千葉ロッテマリーンズ,上沢 直之,1,先発,,117,32,8,24,9,1,0,0,0,0.00
20260403_M-H_01,2026-04-03,金,パ・リーグ公式戦,ビジター,福岡ソフトバンクホークス,千葉ロッテマリーンズ,杉山 一樹,2,救援,敗,20,6,0.2,2,1,0,0,3,3,40.50
20260403_F-B_01,2026-04-03,金,パ・リーグ公式戦,ホーム,北海道日本ハムファイターズ,オリックス・バファローズ,伊藤 大海,1,先発,勝,101,23,6,18,5,0,0,0,0,0.00
20260403_F-B_01,2026-04-03,金,パ・リーグ公式戦,ホーム,北海道日本ハムファイターズ,オリックス・バファローズ,島本 浩也,2,救援,,16,5,1,3,2,0,0,1,1,9.00
20260403_F-B_01,2026-04-03,金,パ・リーグ公式戦,ホーム,北海道日本ハムファイターズ,オリックス・バファローズ,山本 拓実,3,救援,,13,5,1,3,1,0,0,2,2,18.00
20260403_F-B_01,2026-04-03,金,パ・リーグ公式戦,ホーム,北海道日本ハムファイターズ,オリックス・バファローズ,池田 隆英,4,救援,,5,3,1,3,0,0,0,0,0,0.00
20260402_L-B_03,2026-04-02,木,パ・リーグ公式戦,ビジター,オリックス・バファローズ,埼玉西武ライオンズ,宮城 大弥,1,先発,勝,87,24,6,18,8,0,0,3,3,4.50
20260402_L-B_03,2026-04-02,木,パ・リーグ公式戦,ビジター,オリックス・バファローズ,埼玉西武ライオンズ,山﨑 颯一郎,2,救援,H,16,4,1,3,0,0,0,0,0,0.00
20260402_L-B_03,2026-04-02,木,パ・リーグ公式戦,ビジター,オリックス・バファローズ,埼玉西武ライオンズ,椋木 蓮,3,救援,,10,3,1,3,1,0,0,0,0,0.00
20260402_L-B_03,2026-04-02,木,パ・リーグ公式戦,ビジター,オリックス・バファローズ,埼玉西武ライオンズ,Ａ．マチャド,4,救援,,12,3,1,3,2,0,0,0,0,0.00
20260402_T-DB_03,2026-04-02,木,セ・リーグ公式戦,ビジター,横浜DeNAベイスターズ,阪神タイガース,竹田 祐,1,先発,敗,84,19,4,12,3,0,0,4,3,6.75
20260402_T-DB_03,2026-04-02,木,セ・リーグ公式戦,ビジター,横浜DeNAベイスターズ,阪神タイガース,橋本 達弥,2,救援,,34,7,2,6,3,0,0,0,0,0.00
20260402_T-DB_03,2026-04-02,木,セ・リーグ公式戦,ビジター,横浜DeNAベイスターズ,阪神タイガース,吉野 光樹,3,救援,,26,4,1,3,0,0,0,0,0,0.00
20260402_T-DB_03,2026-04-02,木,セ・リーグ公式戦,ビジター,横浜DeNAベイスターズ,阪神タイガース,坂本 裕哉,4,救援,,15,4,1,3,1,0,0,0,0,0.00
20260402_S-C_02,2026-04-02,木,セ・リーグ公式戦,ビジター,広島東洋カープ,東京ヤクルトスワローズ,岡本 駿,1,先発,,101,26,7,21,4,0,0,0,0,0.00
20260402_S-C_02,2026-04-02,木,セ・リーグ公式戦,ビジター,広島東洋カープ,東京ヤクルトスワローズ,Ｔ．ハーン,2,救援,H,14,3,1,3,2,0,0,0,0,0.00
20260402_S-C_02,2026-04-02,木,セ・リーグ公式戦,ビジター,広島東洋カープ,東京ヤクルトスワローズ,森浦 大輔,3,救援,敗,24,5,0.2,2,0,0,0,2,2,27.00
20260402_T-DB_03,2026-04-02,木,セ・リーグ公式戦,ホーム,阪神タイガース,横浜DeNAベイスターズ,伊原 陵人,1,先発,勝,87,18,5,15,3,0,0,1,1,1.80
20260402_T-DB_03,2026-04-02,木,セ・リーグ公式戦,ホーム,阪神タイガース,横浜DeNAベイスターズ,Ｒ．ドリス,2,救援,H,19,6,1,3,1,0,0,1,1,9.00
20260402_T-DB_03,2026-04-02,木,セ・リーグ公式戦,ホーム,阪神タイガース,横浜DeNAベイスターズ,Ｄ．モレッタ,3,救援,H,8,3,1,3,0,0,0,0,0,0.00
20260402_T-DB_03,2026-04-02,木,セ・リーグ公式戦,ホーム,阪神タイガース,横浜DeNAベイスターズ,及川 雅貴,4,救援,H,25,5,1,3,0,0,0,1,1,9.00
20260402_T-DB_03,2026-04-02,木,セ・リーグ公式戦,ホーム,阪神タイガース,横浜DeNAベイスターズ,岩崎 優,5,救援,S,16,4,1,3,0,0,0,0,0,0.00
20260402_L-B_03,2026-04-02,木,パ・リーグ公式戦,ホーム,埼玉西武ライオンズ,オリックス・バファローズ,菅井 信也,1,先発,敗,79,23,5.1,16,1,0,0,5,5,8.44
20260402_L-B_03,2026-04-02,木,パ・リーグ公式戦,ホーム,埼玉西武ライオンズ,オリックス・バファローズ,糸川 亮太,2,救援,,23,6,1.2,5,1,0,0,1,1,5.40
20260402_L-B_03,2026-04-02,木,パ・リーグ公式戦,ホーム,埼玉西武ライオンズ,オリックス・バファローズ,羽田 慎之介,3,救援,,27,7,1,3,1,0,0,1,0,0.00
20260402_L-B_03,2026-04-02,木,パ・リーグ公式戦,ホーム,埼玉西武ライオンズ,オリックス・バファローズ,黒田 将矢,4,救援,,18,3,1,3,2,0,0,0,0,0.00
20260402_F-M_03,2026-04-02,木,パ・リーグ公式戦,ビジター,千葉ロッテマリーンズ,北海道日本ハムファイターズ,西野 勇士,1,先発,敗,109,27,6,18,6,0,0,6,6,9.00
20260402_F-M_03,2026-04-02,木,パ・リーグ公式戦,ビジター,千葉ロッテマリーンズ,北海道日本ハムファイターズ,宮﨑 颯,2,救援,,43,10,2,6,1,0,0,1,1,4.50
20260402_D-G_03,2026-04-02,木,セ・リーグ公式戦,ホーム,中日ドラゴンズ,読売ジャイアンツ,大野 雄大,1,先発,勝,111,31,9,27,6,0,0,1,0,0.00
20260402_S-C_02,2026-04-02,木,セ・リーグ公式戦,ホーム,東京ヤクルトスワローズ,広島東洋カープ,奥川 恭伸,1,先発,,91,23,7,21,5,0,0,1,1,1.29
20260402_S-C_02,2026-04-02,木,セ・リーグ公式戦,ホーム,東京ヤクルトスワローズ,広島東洋カープ,松本 健吾,2,救援,勝,44,8,2,6,4,0,0,0,0,0.00
20260402_E-H_03,2026-04-02,木,パ・リーグ公式戦,ホーム,東北楽天ゴールデンイーグルス,福岡ソフトバンクホークス,Ｊ．ウレーニャ,1,先発,,102,24,5,15,5,0,0,2,2,3.60
20260402_E-H_03,2026-04-02,木,パ・リーグ公式戦,ホーム,東北楽天ゴールデンイーグルス,福岡ソフトバンクホークス,内 星龍,2,救援,H,13,3,1,3,2,0,0,0,0,0.00
20260402_E-H_03,2026-04-02,木,パ・リーグ公式戦,ホーム,東北楽天ゴールデンイーグルス,福岡ソフトバンクホークス,鈴木 翔天,3,救援,H,11,3,1,3,0,0,0,0,0,0.00
20260402_E-H_03,2026-04-02,木,パ・リーグ公式戦,ホーム,東北楽天ゴールデンイーグルス,福岡ソフトバンクホークス,西垣 雅矢,4,救援,勝,12,4,1,3,0,0,0,1,1,9.00
20260402_E-H_03,2026-04-02,木,パ・リーグ公式戦,ホーム,東北楽天ゴールデンイーグルス,福岡ソフトバンクホークス,藤平 尚真,5,救援,S,24,6,1,3,1,0,0,1,1,9.00
20260402_D-G_03,2026-04-02,木,セ・リーグ公式戦,ビジター,読売ジャイアンツ,中日ドラゴンズ,則本 昂大,1,先発,敗,85,23,7,21,5,0,0,2,2,2.57
20260402_D-G_03,2026-04-02,木,セ・リーグ公式戦,ビジター,読売ジャイアンツ,中日ドラゴンズ,田和 廉,2,救援,,14,4,1,3,1,0,0,0,0,0.00
20260402_E-H_03,2026-04-02,木,パ・リーグ公式戦,ビジター,福岡ソフトバンクホークス,東北楽天ゴールデンイーグルス,大津 亮介,1,先発,,91,29,7,21,1,0,0,3,3,3.86
20260402_E-H_03,2026-04-02,木,パ・リーグ公式戦,ビジター,福岡ソフトバンクホークス,東北楽天ゴールデンイーグルス,松本 裕樹,2,救援,敗,19,5,0.2,2,0,0,0,2,2,27.00
20260402_E-H_03,2026-04-02,木,パ・リーグ公式戦,ビジター,福岡ソフトバンクホークス,東北楽天ゴールデンイーグルス,大野 稼頭央,3,救援,,4,1,0.1,1,0,0,0,0,0,0.00
20260402_F-M_03,2026-04-02,木,パ・リーグ公式戦,ホーム,北海道日本ハムファイターズ,千葉ロッテマリーンズ,加藤 貴之,1,先発,勝,96,22,6,18,5,0,0,0,0,0.00
20260402_F-M_03,2026-04-02,木,パ・リーグ公式戦,ホーム,北海道日本ハムファイターズ,千葉ロッテマリーンズ,上原 健太,2,救援,,23,5,1,3,1,0,0,1,1,9.00
20260402_F-M_03,2026-04-02,木,パ・リーグ公式戦,ホーム,北海道日本ハムファイターズ,千葉ロッテマリーンズ,古林 睿煬,3,救援,,22,3,1,3,1,0,0,0,0,0.00
20260402_F-M_03,2026-04-02,木,パ・リーグ公式戦,ホーム,北海道日本ハムファイターズ,千葉ロッテマリーンズ,福谷 浩司,4,救援,,35,6,1,3,3,0,0,0,0,0.00
20260401_L-B_02,2026-04-01,水,パ・リーグ公式戦,ビジター,オリックス・バファローズ,埼玉西武ライオンズ,Ａ．エスピノーザ,1,先発,勝,110,33,9,27,7,0,0,0,0,0.00
