試合ID,試合日,曜日,リーグ区分,ホーム/ビジター,球団,対戦球団,投手フルネーム,登板順,登板区分,結果,投球数,打者,投球回,投球回(アウト),奪三振,暴投,ボーク,失点,自責点,試合防御率
20260528_T-F_03,2026-05-28,木,セ・パ交流戦,ビジター,北海道日本ハムファイターズ,阪神タイガース,島本 浩也,2,救援,H,10,3,1,3,1,0,0,0,0,0.00
20260528_T-F_03,2026-05-28,木,セ・パ交流戦,ビジター,北海道日本ハムファイターズ,阪神タイガース,柳川 大晟,3,救援,S,16,4,1,3,2,0,0,1,1,9.00
20260527_DB-B_02,2026-05-27,水,セ・パ交流戦,ビジター,オリックス・バファローズ,横浜DeNAベイスターズ,曽谷 龍平,1,先発,勝,96,22,5,15,7,0,0,2,2,3.60
20260527_DB-B_02,2026-05-27,水,セ・パ交流戦,ビジター,オリックス・バファローズ,横浜DeNAベイスターズ,吉田 輝星,2,救援,H,14,3,1,3,3,0,0,0,0,0.00
20260527_DB-B_02,2026-05-27,水,セ・パ交流戦,ビジター,オリックス・バファローズ,横浜DeNAベイスターズ,寺西 成騎,3,救援,H,8,3,1,3,0,0,0,0,0,0.00
20260527_DB-B_02,2026-05-27,水,セ・パ交流戦,ビジター,オリックス・バファローズ,横浜DeNAベイスターズ,椋木 蓮,4,救援,H,14,3,1,3,1,0,0,0,0,0.00
20260527_DB-B_02,2026-05-27,水,セ・パ交流戦,ビジター,オリックス・バファローズ,横浜DeNAベイスターズ,Ａ．マチャド,5,救援,S,12,5,1,3,1,0,0,0,0,0.00
20260527_DB-B_02,2026-05-27,水,セ・パ交流戦,ホーム,横浜DeNAベイスターズ,オリックス・バファローズ,篠木 健太郎,1,先発,敗,98,25,5,15,3,0,0,5,5,9.00
20260527_DB-B_02,2026-05-27,水,セ・パ交流戦,ホーム,横浜DeNAベイスターズ,オリックス・バファローズ,岩田 将貴,2,救援,,38,9,2,6,3,0,0,0,0,0.00
20260527_DB-B_02,2026-05-27,水,セ・パ交流戦,ホーム,横浜DeNAベイスターズ,オリックス・バファローズ,若松 尚輝,3,救援,,25,4,1,3,1,0,0,0,0,0.00
20260527_DB-B_02,2026-05-27,水,セ・パ交流戦,ホーム,横浜DeNAベイスターズ,オリックス・バファローズ,吉野 光樹,4,救援,,5,3,1,3,0,0,0,0,0,0.00
20260527_C-M_02,2026-05-27,水,セ・パ交流戦,ホーム,広島東洋カープ,千葉ロッテマリーンズ,森 翔平,1,先発,,99,25,6,18,4,2,0,1,1,1.50
20260527_C-M_02,2026-05-27,水,セ・パ交流戦,ホーム,広島東洋カープ,千葉ロッテマリーンズ,髙 太一,2,救援,敗,16,4,0.1,1,0,0,0,3,1,27.00
20260527_C-M_02,2026-05-27,水,セ・パ交流戦,ホーム,広島東洋カープ,千葉ロッテマリーンズ,遠藤 淳志,3,救援,,21,4,0.2,2,0,1,0,1,1,13.50
20260527_C-M_02,2026-05-27,水,セ・パ交流戦,ホーム,広島東洋カープ,千葉ロッテマリーンズ,益田 武尚,4,救援,,10,3,1,3,0,0,0,0,0,0.00
20260527_C-M_02,2026-05-27,水,セ・パ交流戦,ホーム,広島東洋カープ,千葉ロッテマリーンズ,中﨑 翔太,5,救援,,21,6,1,3,0,0,0,0,0,0.00
20260527_T-F_02,2026-05-27,水,セ・パ交流戦,ホーム,阪神タイガース,北海道日本ハムファイターズ,大竹 耕太郎,1,先発,敗,72,20,5,15,4,0,0,3,1,1.80
20260527_T-F_02,2026-05-27,水,セ・パ交流戦,ホーム,阪神タイガース,北海道日本ハムファイターズ,工藤 泰成,2,救援,,20,4,1,3,1,0,0,0,0,0.00
20260527_T-F_02,2026-05-27,水,セ・パ交流戦,ホーム,阪神タイガース,北海道日本ハムファイターズ,及川 雅貴,3,救援,,20,7,1,3,0,0,0,2,2,18.00
20260527_T-F_02,2026-05-27,水,セ・パ交流戦,ホーム,阪神タイガース,北海道日本ハムファイターズ,畠 世周,4,救援,,9,3,1,3,0,0,0,0,0,0.00
20260527_T-F_02,2026-05-27,水,セ・パ交流戦,ホーム,阪神タイガース,北海道日本ハムファイターズ,門別 啓人,5,救援,,16,3,1,3,1,0,0,0,0,0.00
20260527_S-L_02,2026-05-27,水,セ・パ交流戦,ビジター,埼玉西武ライオンズ,東京ヤクルトスワローズ,渡邉 勇太朗,1,先発,,108,26,7,21,7,0,0,0,0,0.00
20260527_S-L_02,2026-05-27,水,セ・パ交流戦,ビジター,埼玉西武ライオンズ,東京ヤクルトスワローズ,篠原 響,2,救援,,19,5,1,3,2,0,0,2,2,18.00
20260527_S-L_02,2026-05-27,水,セ・パ交流戦,ビジター,埼玉西武ライオンズ,東京ヤクルトスワローズ,豆田 泰志,3,救援,H,16,5,1,3,0,0,0,0,0,0.00
20260527_S-L_02,2026-05-27,水,セ・パ交流戦,ビジター,埼玉西武ライオンズ,東京ヤクルトスワローズ,岩城 颯空,4,救援,H,23,5,1,3,2,0,0,0,0,0.00
20260527_S-L_02,2026-05-27,水,セ・パ交流戦,ビジター,埼玉西武ライオンズ,東京ヤクルトスワローズ,黒田 将矢,5,救援,H,11,3,1,3,0,0,0,0,0,0.00
20260527_S-L_02,2026-05-27,水,セ・パ交流戦,ビジター,埼玉西武ライオンズ,東京ヤクルトスワローズ,青山 美夏人,6,救援,,17,3,1,3,1,0,0,0,0,0.00
20260527_C-M_02,2026-05-27,水,セ・パ交流戦,ビジター,千葉ロッテマリーンズ,広島東洋カープ,毛利 海大,1,先発,,46,12,3,9,1,0,0,2,2,6.00
20260527_C-M_02,2026-05-27,水,セ・パ交流戦,ビジター,千葉ロッテマリーンズ,広島東洋カープ,高野 脩汰,2,救援,,24,6,2,6,2,0,0,0,0,0.00
20260527_C-M_02,2026-05-27,水,セ・パ交流戦,ビジター,千葉ロッテマリーンズ,広島東洋カープ,坂本 光士郎,3,救援,勝,20,4,1,3,1,0,0,1,1,9.00
20260527_C-M_02,2026-05-27,水,セ・パ交流戦,ビジター,千葉ロッテマリーンズ,広島東洋カープ,中森 俊介,4,救援,H,21,5,1,3,0,0,0,0,0,0.00
20260527_C-M_02,2026-05-27,水,セ・パ交流戦,ビジター,千葉ロッテマリーンズ,広島東洋カープ,鈴木 昭汰,5,救援,H,13,4,1,3,2,0,0,1,1,9.00
20260527_C-M_02,2026-05-27,水,セ・パ交流戦,ビジター,千葉ロッテマリーンズ,広島東洋カープ,横山 陸人,6,救援,S,19,4,1,3,2,0,0,0,0,0.00
20260527_D-E_02,2026-05-27,水,セ・パ交流戦,ホーム,中日ドラゴンズ,東北楽天ゴールデンイーグルス,櫻井 頼之介,1,先発,勝,104,25,6,18,8,0,0,2,2,3.00
20260527_D-E_02,2026-05-27,水,セ・パ交流戦,ホーム,中日ドラゴンズ,東北楽天ゴールデンイーグルス,齋藤 綱記,2,救援,,8,3,1,3,1,0,0,0,0,0.00
20260527_D-E_02,2026-05-27,水,セ・パ交流戦,ホーム,中日ドラゴンズ,東北楽天ゴールデンイーグルス,藤嶋 健人,3,救援,,17,4,1,3,1,0,0,0,0,0.00
20260527_D-E_02,2026-05-27,水,セ・パ交流戦,ホーム,中日ドラゴンズ,東北楽天ゴールデンイーグルス,橋本 侑樹,4,救援,,13,4,1,3,1,0,0,0,0,0.00
20260527_S-L_02,2026-05-27,水,セ・パ交流戦,ホーム,東京ヤクルトスワローズ,埼玉西武ライオンズ,高橋 奎二,1,先発,,96,26,6,18,4,0,0,2,2,3.00
20260527_S-L_02,2026-05-27,水,セ・パ交流戦,ホーム,東京ヤクルトスワローズ,埼玉西武ライオンズ,小澤 怜史,2,救援,,11,3,1,3,1,0,0,0,0,0.00
20260527_S-L_02,2026-05-27,水,セ・パ交流戦,ホーム,東京ヤクルトスワローズ,埼玉西武ライオンズ,阪口 皓亮,3,救援,,12,3,1,3,1,0,0,0,0,0.00
20260527_S-L_02,2026-05-27,水,セ・パ交流戦,ホーム,東京ヤクルトスワローズ,埼玉西武ライオンズ,Ｊ．キハダ,4,救援,H,14,4,1,3,1,0,0,0,0,0.00
20260527_S-L_02,2026-05-27,水,セ・パ交流戦,ホーム,東京ヤクルトスワローズ,埼玉西武ライオンズ,清水 昇,5,救援,H,12,4,1,3,1,0,0,0,0,0.00
20260527_S-L_02,2026-05-27,水,セ・パ交流戦,ホーム,東京ヤクルトスワローズ,埼玉西武ライオンズ,廣澤 優,6,救援,H,17,6,1,3,0,0,0,0,0,0.00
20260527_S-L_02,2026-05-27,水,セ・パ交流戦,ホーム,東京ヤクルトスワローズ,埼玉西武ライオンズ,丸山 翔大,7,救援,,14,3,1,3,2,0,0,0,0,0.00
20260527_D-E_02,2026-05-27,水,セ・パ交流戦,ビジター,東北楽天ゴールデンイーグルス,中日ドラゴンズ,古謝 樹,1,先発,敗,73,18,4,12,5,0,0,4,4,9.00
20260527_D-E_02,2026-05-27,水,セ・パ交流戦,ビジター,東北楽天ゴールデンイーグルス,中日ドラゴンズ,内 星龍,2,救援,,23,7,1,3,1,0,0,3,3,27.00
20260527_D-E_02,2026-05-27,水,セ・パ交流戦,ビジター,東北楽天ゴールデンイーグルス,中日ドラゴンズ,渡辺 翔太,3,救援,,16,3,1,3,1,0,0,0,0,0.00
20260527_D-E_02,2026-05-27,水,セ・パ交流戦,ビジター,東北楽天ゴールデンイーグルス,中日ドラゴンズ,九谷 瑠,4,救援,,36,7,2,6,1,0,0,0,0,0.00
20260527_G-H_02,2026-05-27,水,セ・パ交流戦,ホーム,読売ジャイアンツ,福岡ソフトバンクホークス,戸郷 翔征,1,先発,勝,117,30,7,21,6,1,0,1,1,1.29
20260527_G-H_02,2026-05-27,水,セ・パ交流戦,ホーム,読売ジャイアンツ,福岡ソフトバンクホークス,大勢,2,救援,,19,4,1,3,1,0,0,0,0,0.00
20260527_G-H_02,2026-05-27,水,セ・パ交流戦,ホーム,読売ジャイアンツ,福岡ソフトバンクホークス,田中 瑛斗,3,救援,,18,4,1,3,1,0,0,0,0,0.00
20260527_G-H_02,2026-05-27,水,セ・パ交流戦,ビジター,福岡ソフトバンクホークス,読売ジャイアンツ,Ａ．アルメンタ,1,先発,敗,61,15,2.1,7,2,0,0,5,5,19.29
20260527_G-H_02,2026-05-27,水,セ・パ交流戦,ビジター,福岡ソフトバンクホークス,読売ジャイアンツ,上茶谷 大河,2,救援,,13,5,0.2,2,0,0,0,0,0,0.00
20260527_G-H_02,2026-05-27,水,セ・パ交流戦,ビジター,福岡ソフトバンクホークス,読売ジャイアンツ,鈴木 豪太,3,救援,,28,6,2,6,3,0,0,0,0,0.00
20260527_G-H_02,2026-05-27,水,セ・パ交流戦,ビジター,福岡ソフトバンクホークス,読売ジャイアンツ,Ｄ．ヘルナンデス,4,救援,,13,4,1,3,2,0,0,0,0,0.00
20260527_G-H_02,2026-05-27,水,セ・パ交流戦,ビジター,福岡ソフトバンクホークス,読売ジャイアンツ,木村 光,5,救援,,12,4,1,3,1,0,0,0,0,0.00
20260527_G-H_02,2026-05-27,水,セ・パ交流戦,ビジター,福岡ソフトバンクホークス,読売ジャイアンツ,津森 宥紀,6,救援,,13,4,1,3,0,0,0,0,0,0.00
20260527_T-F_02,2026-05-27,水,セ・パ交流戦,ビジター,北海道日本ハムファイターズ,阪神タイガース,加藤 貴之,1,先発,勝,77,23,5,15,1,0,0,2,2,3.60
20260527_T-F_02,2026-05-27,水,セ・パ交流戦,ビジター,北海道日本ハムファイターズ,阪神タイガース,堀 瑞輝,2,救援,H,17,5,1,3,0,0,0,0,0,0.00
20260527_T-F_02,2026-05-27,水,セ・パ交流戦,ビジター,北海道日本ハムファイターズ,阪神タイガース,島本 浩也,3,救援,H,14,4,1,3,0,0,0,0,0,0.00
20260527_T-F_02,2026-05-27,水,セ・パ交流戦,ビジター,北海道日本ハムファイターズ,阪神タイガース,田中 正義,4,救援,H,14,3,1,3,1,0,0,0,0,0.00
20260527_T-F_02,2026-05-27,水,セ・パ交流戦,ビジター,北海道日本ハムファイターズ,阪神タイガース,柳川 大晟,5,救援,S,20,5,1,3,2,0,0,0,0,0.00
20260526_DB-B_01,2026-05-26,火,セ・パ交流戦,ビジター,オリックス・バファローズ,横浜DeNAベイスターズ,九里 亜蓮,1,先発,勝,115,29,8,24,7,0,0,1,1,1.13
20260526_DB-B_01,2026-05-26,火,セ・パ交流戦,ビジター,オリックス・バファローズ,横浜DeNAベイスターズ,入山 海斗,2,救援,,10,3,1,3,0,0,0,0,0,0.00
20260526_DB-B_01,2026-05-26,火,セ・パ交流戦,ホーム,横浜DeNAベイスターズ,オリックス・バファローズ,平良 拳太郎,1,先発,敗,80,23,5,15,4,0,0,4,4,7.20
20260526_DB-B_01,2026-05-26,火,セ・パ交流戦,ホーム,横浜DeNAベイスターズ,オリックス・バファローズ,Ｊ．ルイーズ,2,救援,,21,5,1,3,1,0,0,1,1,9.00
20260526_DB-B_01,2026-05-26,火,セ・パ交流戦,ホーム,横浜DeNAベイスターズ,オリックス・バファローズ,坂本 裕哉,3,救援,,24,7,1,3,1,0,0,2,0,0.00
20260526_DB-B_01,2026-05-26,火,セ・パ交流戦,ホーム,横浜DeNAベイスターズ,オリックス・バファローズ,岩田 将貴,4,救援,,13,4,1,3,2,0,0,0,0,0.00
20260526_DB-B_01,2026-05-26,火,セ・パ交流戦,ホーム,横浜DeNAベイスターズ,オリックス・バファローズ,宮城 滝太,5,救援,,9,3,1,3,2,0,0,0,0,0.00
20260526_C-M_01,2026-05-26,火,セ・パ交流戦,ホーム,広島東洋カープ,千葉ロッテマリーンズ,床田 寛樹,1,先発,,96,28,7,21,8,0,0,0,0,0.00
20260526_C-M_01,2026-05-26,火,セ・パ交流戦,ホーム,広島東洋カープ,千葉ロッテマリーンズ,Ｔ．ハーン,2,救援,敗,27,6,0.2,2,1,1,0,3,1,13.50
20260526_C-M_01,2026-05-26,火,セ・パ交流戦,ホーム,広島東洋カープ,千葉ロッテマリーンズ,遠藤 淳志,3,救援,,5,1,0.1,1,1,0,0,0,0,0.00
20260526_C-M_01,2026-05-26,火,セ・パ交流戦,ホーム,広島東洋カープ,千葉ロッテマリーンズ,塹江 敦哉,4,救援,,9,3,1,3,0,0,0,0,0,0.00
20260526_T-F_01,2026-05-26,火,セ・パ交流戦,ホーム,阪神タイガース,北海道日本ハムファイターズ,西 勇輝,1,先発,敗,84,24,6,18,2,0,0,1,1,1.50
20260526_T-F_01,2026-05-26,火,セ・パ交流戦,ホーム,阪神タイガース,北海道日本ハムファイターズ,工藤 泰成,2,救援,,12,3,0.1,1,1,0,0,2,2,54.00
20260526_T-F_01,2026-05-26,火,セ・パ交流戦,ホーム,阪神タイガース,北海道日本ハムファイターズ,桐敷 拓馬,3,救援,,20,5,0.2,2,0,1,0,1,1,13.50
20260526_T-F_01,2026-05-26,火,セ・パ交流戦,ホーム,阪神タイガース,北海道日本ハムファイターズ,湯浅 京己,4,救援,,20,4,1,3,1,0,0,0,0,0.00
20260526_T-F_01,2026-05-26,火,セ・パ交流戦,ホーム,阪神タイガース,北海道日本ハムファイターズ,畠 世周,5,救援,,15,3,1,3,1,0,0,0,0,0.00
20260526_S-L_01,2026-05-26,火,セ・パ交流戦,ビジター,埼玉西武ライオンズ,東京ヤクルトスワローズ,平良 海馬,1,先発,,106,28,8,24,9,0,0,0,0,0.00
20260526_S-L_01,2026-05-26,火,セ・パ交流戦,ビジター,埼玉西武ライオンズ,東京ヤクルトスワローズ,甲斐野 央,2,救援,,22,5,1,3,2,0,0,1,1,9.00
20260526_S-L_01,2026-05-26,火,セ・パ交流戦,ビジター,埼玉西武ライオンズ,東京ヤクルトスワローズ,浜屋 将太,3,救援,H,21,4,0.2,2,2,0,0,0,0,0.00
20260526_S-L_01,2026-05-26,火,セ・パ交流戦,ビジター,埼玉西武ライオンズ,東京ヤクルトスワローズ,黒田 将矢,4,救援,勝,6,2,0.1,1,0,0,0,0,0,0.00
20260526_S-L_01,2026-05-26,火,セ・パ交流戦,ビジター,埼玉西武ライオンズ,東京ヤクルトスワローズ,上田 大河,5,救援,H,14,4,0.2,2,1,0,0,0,0,0.00
20260526_S-L_01,2026-05-26,火,セ・パ交流戦,ビジター,埼玉西武ライオンズ,東京ヤクルトスワローズ,佐藤 隼輔,6,救援,S,4,1,0.1,1,0,0,0,0,0,0.00
20260526_C-M_01,2026-05-26,火,セ・パ交流戦,ビジター,千葉ロッテマリーンズ,広島東洋カープ,Ａ．ジャクソン,1,先発,,102,22,6,18,6,0,0,1,1,1.50
20260526_C-M_01,2026-05-26,火,セ・パ交流戦,ビジター,千葉ロッテマリーンズ,広島東洋カープ,八木 彬,2,救援,勝,12,3,1,3,0,0,0,0,0,0.00
20260526_C-M_01,2026-05-26,火,セ・パ交流戦,ビジター,千葉ロッテマリーンズ,広島東洋カープ,鈴木 昭汰,3,救援,H,11,3,1,3,0,0,0,0,0,0.00
20260526_C-M_01,2026-05-26,火,セ・パ交流戦,ビジター,千葉ロッテマリーンズ,広島東洋カープ,横山 陸人,4,救援,S,22,4,1,3,1,0,0,0,0,0.00
20260526_D-E_01,2026-05-26,火,セ・パ交流戦,ホーム,中日ドラゴンズ,東北楽天ゴールデンイーグルス,Ｋ．マラー,1,先発,勝,95,29,8,24,3,0,0,0,0,0.00
20260526_D-E_01,2026-05-26,火,セ・パ交流戦,ホーム,中日ドラゴンズ,東北楽天ゴールデンイーグルス,松山 晋也,2,救援,S,14,4,1,3,0,0,0,0,0,0.00
20260526_S-L_01,2026-05-26,火,セ・パ交流戦,ホーム,東京ヤクルトスワローズ,埼玉西武ライオンズ,松本 健吾,1,先発,,92,26,7,21,8,0,0,1,0,0.00
20260526_S-L_01,2026-05-26,火,セ・パ交流戦,ホーム,東京ヤクルトスワローズ,埼玉西武ライオンズ,丸山 翔大,2,救援,,17,3,1,3,2,0,0,0,0,0.00
20260526_S-L_01,2026-05-26,火,セ・パ交流戦,ホーム,東京ヤクルトスワローズ,埼玉西武ライオンズ,荘司 宏太,3,救援,,21,5,1,3,1,0,0,0,0,0.00
20260526_S-L_01,2026-05-26,火,セ・パ交流戦,ホーム,東京ヤクルトスワローズ,埼玉西武ライオンズ,星 知弥,4,救援,H,30,6,1,3,1,0,0,0,0,0.00
20260526_S-L_01,2026-05-26,火,セ・パ交流戦,ホーム,東京ヤクルトスワローズ,埼玉西武ライオンズ,Ｊ．キハダ,5,救援,敗,17,5,1,3,0,0,0,1,1,9.00
20260526_D-E_01,2026-05-26,火,セ・パ交流戦,ビジター,東北楽天ゴールデンイーグルス,中日ドラゴンズ,荘司 康誠,1,先発,敗,97,28,7,21,5,0,0,1,1,1.29
20260526_D-E_01,2026-05-26,火,セ・パ交流戦,ビジター,東北楽天ゴールデンイーグルス,中日ドラゴンズ,津留﨑 大成,2,救援,,10,3,1,3,0,0,0,0,0,0.00
20260526_G-H_01,2026-05-26,火,セ・パ交流戦,ホーム,読売ジャイアンツ,福岡ソフトバンクホークス,則本 昂大,1,先発,敗,101,22,4,12,3,0,0,7,7,15.75
20260526_G-H_01,2026-05-26,火,セ・パ交流戦,ホーム,読売ジャイアンツ,福岡ソフトバンクホークス,高梨 雄平,2,救援,,11,3,1,3,2,0,0,0,0,0.00
20260526_G-H_01,2026-05-26,火,セ・パ交流戦,ホーム,読売ジャイアンツ,福岡ソフトバンクホークス,堀田 賢慎,3,救援,,28,7,2,6,2,0,0,0,0,0.00
20260526_G-H_01,2026-05-26,火,セ・パ交流戦,ホーム,読売ジャイアンツ,福岡ソフトバンクホークス,宮原 駿介,4,救援,,20,5,1,3,1,0,1,1,1,9.00
20260526_G-H_01,2026-05-26,火,セ・パ交流戦,ホーム,読売ジャイアンツ,福岡ソフトバンクホークス,田和 廉,5,救援,,8,3,1,3,0,0,0,0,0,0.00
20260526_G-H_01,2026-05-26,火,セ・パ交流戦,ビジター,福岡ソフトバンクホークス,読売ジャイアンツ,大津 亮介,1,先発,勝,101,30,7,21,6,0,0,1,0,0.00
20260526_G-H_01,2026-05-26,火,セ・パ交流戦,ビジター,福岡ソフトバンクホークス,読売ジャイアンツ,大山 凌,2,救援,,6,3,0+,0,0,0,0,2,2,
20260526_G-H_01,2026-05-26,火,セ・パ交流戦,ビジター,福岡ソフトバンクホークス,読売ジャイアンツ,木村 光,3,救援,,10,3,1,3,0,0,0,0,0,0.00
20260526_G-H_01,2026-05-26,火,セ・パ交流戦,ビジター,福岡ソフトバンクホークス,読売ジャイアンツ,津森 宥紀,4,救援,,15,3,1,3,1,0,0,0,0,0.00
20260526_T-F_01,2026-05-26,火,セ・パ交流戦,ビジター,北海道日本ハムファイターズ,阪神タイガース,伊藤 大海,1,先発,勝,130,35,9,27,13,0,0,0,0,0.00
20260524_L-B_09,2026-05-24,日,パ・リーグ公式戦,ビジター,オリックス・バファローズ,埼玉西武ライオンズ,山岡 泰輔,1,先発,,20,6,0.2,2,0,0,0,2,2,27.00
20260524_L-B_09,2026-05-24,日,パ・リーグ公式戦,ビジター,オリックス・バファローズ,埼玉西武ライオンズ,山﨑 颯一郎,2,救援,,48,10,2.1,7,4,0,0,0,0,0.00
20260524_L-B_09,2026-05-24,日,パ・リーグ公式戦,ビジター,オリックス・バファローズ,埼玉西武ライオンズ,入山 海斗,3,救援,,24,6,1.2,5,2,1,0,0,0,0.00
20260524_L-B_09,2026-05-24,日,パ・リーグ公式戦,ビジター,オリックス・バファローズ,埼玉西武ライオンズ,吉田 輝星,4,救援,敗,23,7,1.1,4,2,0,0,2,2,13.50
20260524_L-B_09,2026-05-24,日,パ・リーグ公式戦,ビジター,オリックス・バファローズ,埼玉西武ライオンズ,博志,5,救援,,16,6,2,6,0,0,0,0,0,0.00
20260524_DB-S_10,2026-05-24,日,セ・リーグ公式戦,ホーム,横浜DeNAベイスターズ,東京ヤクルトスワローズ,石田 裕太郎,1,先発,勝,88,22,6,18,6,1,0,0,0,0.00
20260524_DB-S_10,2026-05-24,日,セ・リーグ公式戦,ホーム,横浜DeNAベイスターズ,東京ヤクルトスワローズ,中川 虎大,2,救援,H,15,4,1,3,2,0,0,0,0,0.00
20260524_DB-S_10,2026-05-24,日,セ・リーグ公式戦,ホーム,横浜DeNAベイスターズ,東京ヤクルトスワローズ,Ｓ．レイノルズ,3,救援,H,27,4,1,3,1,0,0,0,0,0.00
