試合ID,試合日,選手名,球団,対戦相手,打順,守備,打席,打数,安打,単打,二塁打,三塁打,本塁打,打点,出塁数
20260328-db-s-02,2026-03-28,田中 陽翔,東京ヤクルトスワローズ,横浜DeNAベイスターズ,8,打,1,1,0,0,0,0,0,0,0
20260328-db-s-02,2026-03-28,赤羽 由紘,東京ヤクルトスワローズ,横浜DeNAベイスターズ,2,走,1,1,1,1,0,0,0,0,1
20260328-db-s-02,2026-03-28,度会 隆輝,横浜DeNAベイスターズ,東京ヤクルトスワローズ,9,打,1,1,0,0,0,0,0,0,0
20260328-g-t-02,2026-03-28,近本 光司,阪神タイガース,読売ジャイアンツ,1,中,5,4,0,0,0,0,0,0,1
20260328-g-t-02,2026-03-28,中野 拓夢,阪神タイガース,読売ジャイアンツ,2,二,5,4,3,2,1,0,0,0,4
20260328-g-t-02,2026-03-28,森下 翔太,阪神タイガース,読売ジャイアンツ,3,右,5,4,0,0,0,0,0,1,0
20260328-g-t-02,2026-03-28,佐藤 輝明,阪神タイガース,読売ジャイアンツ,4,三,4,4,2,1,1,0,0,1,2
20260328-g-t-02,2026-03-28,キャベッジ,読売ジャイアンツ,阪神タイガース,1,左,4,4,1,1,0,0,0,0,1
20260328-g-t-02,2026-03-28,松本 剛,読売ジャイアンツ,阪神タイガース,2,中,4,4,0,0,0,0,0,0,0
20260328-g-t-02,2026-03-28,泉口 友汰,読売ジャイアンツ,阪神タイガース,3,遊,4,3,0,0,0,0,0,0,1
20260328-g-t-02,2026-03-28,大山 悠輔,阪神タイガース,読売ジャイアンツ,5,一,4,3,1,1,0,0,0,0,2
20260328-g-t-02,2026-03-28,中川 勇斗,阪神タイガース,読売ジャイアンツ,6,左,3,2,0,0,0,0,0,0,1
20260328-g-t-02,2026-03-28,伏見 寅威,阪神タイガース,読売ジャイアンツ,7,捕,4,3,0,0,0,0,0,0,1
20260328-g-t-02,2026-03-28,小幡 竜平,阪神タイガース,読売ジャイアンツ,8,遊,4,4,0,0,0,0,0,0,0
20260328-g-t-02,2026-03-28,ダルベック,読売ジャイアンツ,阪神タイガース,4,一,4,4,0,0,0,0,0,0,0
20260328-g-t-02,2026-03-28,岸田 行倫,読売ジャイアンツ,阪神タイガース,5,捕,4,3,1,1,0,0,0,0,2
20260328-g-t-02,2026-03-28,坂本 勇人,読売ジャイアンツ,阪神タイガース,6,三,3,3,1,1,0,0,0,0,1
20260328-g-t-02,2026-03-28,髙橋 遥人,阪神タイガース,読売ジャイアンツ,9,投,4,3,1,1,0,0,0,0,1
20260328-g-t-02,2026-03-28,増田 陸,読売ジャイアンツ,阪神タイガース,7,二,3,3,0,0,0,0,0,0,0
20260328-g-t-02,2026-03-28,中山 礼都,読売ジャイアンツ,阪神タイガース,8,右,3,3,0,0,0,0,0,0,0
20260328-g-t-02,2026-03-28,ハワード,読売ジャイアンツ,阪神タイガース,9,投,1,1,0,0,0,0,0,0,0
20260328-g-t-02,2026-03-28,佐々木 俊輔,読売ジャイアンツ,阪神タイガース,9,打,1,1,0,0,0,0,0,0,0
20260328-g-t-02,2026-03-28,濱田 太貴,阪神タイガース,読売ジャイアンツ,6,打,1,1,0,0,0,0,0,0,0
20260328-g-t-02,2026-03-28,丸 佳浩,読売ジャイアンツ,阪神タイガース,9,打,1,1,0,0,0,0,0,0,0
20260328-h-f-02,2026-03-28,水谷 瞬,北海道日本ハムファイターズ,福岡ソフトバンクホークス,1,中,5,5,2,2,0,0,0,0,2
20260328-h-f-02,2026-03-28,清宮 幸太郎,北海道日本ハムファイターズ,福岡ソフトバンクホークス,2,一,5,4,2,2,0,0,0,0,3
20260328-h-f-02,2026-03-28,レイエス,北海道日本ハムファイターズ,福岡ソフトバンクホークス,3,指,5,3,2,1,1,0,0,1,4
20260328-h-f-02,2026-03-28,周東 佑京,福岡ソフトバンクホークス,北海道日本ハムファイターズ,1,中,4,3,0,0,0,0,0,0,1
20260328-h-f-02,2026-03-28,近藤 健介,福岡ソフトバンクホークス,北海道日本ハムファイターズ,2,右,4,4,2,0,2,0,0,3,2
20260328-h-f-02,2026-03-28,柳町 達,福岡ソフトバンクホークス,北海道日本ハムファイターズ,3,左,4,3,1,1,0,0,0,1,2
20260328-h-f-02,2026-03-28,郡司 裕也,北海道日本ハムファイターズ,福岡ソフトバンクホークス,4,三,5,5,1,1,0,0,0,1,1
20260328-h-f-02,2026-03-28,万波 中正,北海道日本ハムファイターズ,福岡ソフトバンクホークス,5,右,5,5,1,1,0,0,0,0,1
20260328-h-f-02,2026-03-28,野村 佑希,北海道日本ハムファイターズ,福岡ソフトバンクホークス,6,左,4,4,2,1,0,0,1,1,2
20260328-h-f-02,2026-03-28,カストロ,北海道日本ハムファイターズ,福岡ソフトバンクホークス,7,二,4,4,1,0,0,0,1,1,1
20260328-h-f-02,2026-03-28,田宮 裕涼,北海道日本ハムファイターズ,福岡ソフトバンクホークス,8,捕,3,3,1,1,0,0,0,0,1
20260328-h-f-02,2026-03-28,柳田 悠岐,福岡ソフトバンクホークス,北海道日本ハムファイターズ,4,指,4,4,1,1,0,0,0,0,1
20260328-h-f-02,2026-03-28,山川 穂高,福岡ソフトバンクホークス,北海道日本ハムファイターズ,5,一,4,4,2,1,0,0,1,2,2
20260328-h-f-02,2026-03-28,今宮 健太,福岡ソフトバンクホークス,北海道日本ハムファイターズ,6,遊,4,4,0,0,0,0,0,0,0
20260328-h-f-02,2026-03-28,水野 達稀,北海道日本ハムファイターズ,福岡ソフトバンクホークス,9,遊,3,2,0,0,0,0,0,0,1
20260328-h-f-02,2026-03-28,栗原 陵矢,福岡ソフトバンクホークス,北海道日本ハムファイターズ,7,三,4,3,0,0,0,0,0,0,1
20260328-h-f-02,2026-03-28,海野 隆司,福岡ソフトバンクホークス,北海道日本ハムファイターズ,8,捕,4,4,1,1,0,0,0,0,1
20260328-h-f-02,2026-03-28,牧原 大成,福岡ソフトバンクホークス,北海道日本ハムファイターズ,9,二,3,3,1,1,0,0,0,0,1
20260328-h-f-02,2026-03-28,清水 優心,北海道日本ハムファイターズ,福岡ソフトバンクホークス,8,打,1,1,0,0,0,0,0,0,0
20260328-h-f-02,2026-03-28,吉田 賢吾,北海道日本ハムファイターズ,福岡ソフトバンクホークス,9,打,1,1,0,0,0,0,0,0,0
20260328-h-f-02,2026-03-28,西川 遥輝,北海道日本ハムファイターズ,福岡ソフトバンクホークス,6,打,1,1,0,0,0,0,0,0,0
20260328-m-l-02,2026-03-28,桑原 将志,埼玉西武ライオンズ,千葉ロッテマリーンズ,1,左,4,3,0,0,0,0,0,0,1
20260328-m-l-02,2026-03-28,長谷川 信哉,埼玉西武ライオンズ,千葉ロッテマリーンズ,2,右,4,4,0,0,0,0,0,0,0
20260328-m-l-02,2026-03-28,西川 愛也,埼玉西武ライオンズ,千葉ロッテマリーンズ,3,中,4,4,0,0,0,0,0,0,0
20260328-m-l-02,2026-03-28,髙部 瑛斗,千葉ロッテマリーンズ,埼玉西武ライオンズ,1,中,5,4,3,2,1,0,0,0,4
20260328-m-l-02,2026-03-28,藤原 恭大,千葉ロッテマリーンズ,埼玉西武ライオンズ,2,右,5,4,2,2,0,0,0,3,2
20260328-m-l-02,2026-03-28,西川 史礁,千葉ロッテマリーンズ,埼玉西武ライオンズ,3,左,4,4,3,2,1,0,0,3,3
20260328-m-l-02,2026-03-28,ポランコ,千葉ロッテマリーンズ,埼玉西武ライオンズ,4,指,4,4,0,0,0,0,0,0,0
20260328-m-l-02,2026-03-28,寺地 隆成,千葉ロッテマリーンズ,埼玉西武ライオンズ,5,三,5,4,2,2,0,0,0,1,2
20260328-m-l-02,2026-03-28,ソト,千葉ロッテマリーンズ,埼玉西武ライオンズ,6,一,3,3,2,1,0,0,1,2,2
20260328-m-l-02,2026-03-28,林 安可,埼玉西武ライオンズ,千葉ロッテマリーンズ,4,指,4,4,1,1,0,0,0,0,1
20260328-m-l-02,2026-03-28,山村 崇嘉,埼玉西武ライオンズ,千葉ロッテマリーンズ,5,一,4,4,0,0,0,0,0,0,0
20260328-m-l-02,2026-03-28,渡部 聖弥,埼玉西武ライオンズ,千葉ロッテマリーンズ,6,三,4,4,2,2,0,0,0,0,2
20260328-m-l-02,2026-03-28,石井 一成,埼玉西武ライオンズ,千葉ロッテマリーンズ,7,二,4,4,0,0,0,0,0,0,0
20260328-m-l-02,2026-03-28,池田 来翔,千葉ロッテマリーンズ,埼玉西武ライオンズ,7,二,2,2,0,0,0,0,0,0,0
20260328-m-l-02,2026-03-28,松川 虎生,千葉ロッテマリーンズ,埼玉西武ライオンズ,8,捕,4,4,1,0,1,0,0,1,1
20260328-m-l-02,2026-03-28,小川 龍成,千葉ロッテマリーンズ,埼玉西武ライオンズ,9,遊,4,4,2,2,0,0,0,0,2
20260328-m-l-02,2026-03-28,古賀 悠斗,埼玉西武ライオンズ,千葉ロッテマリーンズ,8,捕,3,3,1,0,1,0,0,0,1
20260328-m-l-02,2026-03-28,源田 壮亮,埼玉西武ライオンズ,千葉ロッテマリーンズ,9,遊,3,3,1,1,0,0,0,0,1
20260328-m-l-02,2026-03-28,友杉 篤輝,千葉ロッテマリーンズ,埼玉西武ライオンズ,7,遊,2,2,1,1,0,0,0,0,1
20260328-m-l-02,2026-03-28,岡 大海,千葉ロッテマリーンズ,埼玉西武ライオンズ,6,打,2,2,0,0,0,0,0,0,0
20260328-m-l-02,2026-03-28,山本 大斗,千葉ロッテマリーンズ,埼玉西武ライオンズ,3,左,1,1,0,0,0,0,0,0,0
20260328-m-l-02,2026-03-28,山口 航輝,千葉ロッテマリーンズ,埼玉西武ライオンズ,4,打,1,1,0,0,0,0,0,0,0
20260329-b-e-03,2026-03-29,佐藤 直樹,東北楽天ゴールデンイーグルス,オリックス・バファローズ,1,右,4,4,3,1,0,1,1,1,3
20260329-b-e-03,2026-03-29,中島 大輔,東北楽天ゴールデンイーグルス,オリックス・バファローズ,2,中,4,4,1,0,1,0,0,1,1
20260329-b-e-03,2026-03-29,ボイト,東北楽天ゴールデンイーグルス,オリックス・バファローズ,3,指,4,4,0,0,0,0,0,0,0
20260329-b-e-03,2026-03-29,マッカスカー,東北楽天ゴールデンイーグルス,オリックス・バファローズ,4,左,4,3,0,0,0,0,0,1,0
20260329-b-e-03,2026-03-29,黒川 史陽,東北楽天ゴールデンイーグルス,オリックス・バファローズ,5,三,4,4,2,1,1,0,0,0,2
20260329-b-e-03,2026-03-29,浅村 栄斗,東北楽天ゴールデンイーグルス,オリックス・バファローズ,6,一,4,4,1,1,0,0,0,0,1
20260329-b-e-03,2026-03-29,宗 佑磨,オリックス・バファローズ,東北楽天ゴールデンイーグルス,1,三,5,3,1,1,0,0,0,0,3
20260329-b-e-03,2026-03-29,廣岡 大志,オリックス・バファローズ,東北楽天ゴールデンイーグルス,2,右,5,5,3,3,0,0,0,1,3
20260329-b-e-03,2026-03-29,西川 龍馬,オリックス・バファローズ,東北楽天ゴールデンイーグルス,3,左,4,3,2,2,0,0,0,1,2
20260329-b-e-03,2026-03-29,太田 椋,オリックス・バファローズ,東北楽天ゴールデンイーグルス,4,一,4,2,1,1,0,0,0,0,3
20260329-b-e-03,2026-03-29,中川 圭太,オリックス・バファローズ,東北楽天ゴールデンイーグルス,5,中,4,3,1,1,0,0,0,1,2
20260329-b-e-03,2026-03-29,森 友哉,オリックス・バファローズ,東北楽天ゴールデンイーグルス,6,指,4,4,1,1,0,0,0,0,1
20260329-b-e-03,2026-03-29,西野 真弘,オリックス・バファローズ,東北楽天ゴールデンイーグルス,7,二,3,2,0,0,0,0,0,0,1
20260329-b-e-03,2026-03-29,村林 一輝,東北楽天ゴールデンイーグルス,オリックス・バファローズ,7,遊,4,3,1,1,0,0,0,1,1
20260329-b-e-03,2026-03-29,太田 光,東北楽天ゴールデンイーグルス,オリックス・バファローズ,8,捕,2,1,0,0,0,0,0,0,1
20260329-b-e-03,2026-03-29,入江 大樹,東北楽天ゴールデンイーグルス,オリックス・バファローズ,9,二,1,1,0,0,0,0,0,0,0
20260329-b-e-03,2026-03-29,若月 健矢,オリックス・バファローズ,東北楽天ゴールデンイーグルス,8,捕,4,3,0,0,0,0,0,0,0
20260329-b-e-03,2026-03-29,紅林 弘太郎,オリックス・バファローズ,東北楽天ゴールデンイーグルス,9,遊,4,4,3,2,0,0,1,1,3
20260329-b-e-03,2026-03-29,鈴木 大地,東北楽天ゴールデンイーグルス,オリックス・バファローズ,9,打,3,3,0,0,0,0,0,0,0
20260329-b-e-03,2026-03-29,小郷 裕哉,東北楽天ゴールデンイーグルス,オリックス・バファローズ,8,打,1,1,0,0,0,0,0,0,0
20260329-b-e-03,2026-03-29,麦谷 祐介,オリックス・バファローズ,東北楽天ゴールデンイーグルス,7,走,1,1,0,0,0,0,0,0,0
20260329-b-e-03,2026-03-29,伊藤 光,東北楽天ゴールデンイーグルス,オリックス・バファローズ,8,捕,1,1,0,0,0,0,0,0,0
20260329-c-d-03,2026-03-29,カリステ,中日ドラゴンズ,広島東洋カープ,1,右,2,2,0,0,0,0,0,0,0
20260329-c-d-03,2026-03-29,田中 幹也,中日ドラゴンズ,広島東洋カープ,2,二,3,3,0,0,0,0,0,0,0
20260329-c-d-03,2026-03-29,岡林 勇希,中日ドラゴンズ,広島東洋カープ,3,中,3,3,0,0,0,0,0,0,0
20260329-c-d-03,2026-03-29,平川 蓮,広島東洋カープ,中日ドラゴンズ,1,中,4,4,1,1,0,0,0,0,1
20260329-c-d-03,2026-03-29,中村 奨成,広島東洋カープ,中日ドラゴンズ,2,右,4,3,0,0,0,0,0,0,0
20260329-c-d-03,2026-03-29,小園 海斗,広島東洋カープ,中日ドラゴンズ,3,三,4,4,1,1,0,0,0,0,1
20260329-c-d-03,2026-03-29,佐々木 泰,広島東洋カープ,中日ドラゴンズ,4,一,4,4,1,1,0,0,0,0,1
20260329-c-d-03,2026-03-29,細川 成也,中日ドラゴンズ,広島東洋カープ,4,左,3,3,1,1,0,0,0,0,1
20260329-c-d-03,2026-03-29,福永 裕基,中日ドラゴンズ,広島東洋カープ,5,三,3,3,0,0,0,0,0,0,0
20260329-c-d-03,2026-03-29,サノー,中日ドラゴンズ,広島東洋カープ,6,一,3,3,0,0,0,0,0,0,0
20260329-c-d-03,2026-03-29,ファビアン,広島東洋カープ,中日ドラゴンズ,5,左,3,3,2,2,0,0,0,0,2
20260329-c-d-03,2026-03-29,菊池 涼介,広島東洋カープ,中日ドラゴンズ,6,二,3,3,0,0,0,0,0,0,0
20260329-c-d-03,2026-03-29,坂倉 将吾,広島東洋カープ,中日ドラゴンズ,7,捕,3,3,1,0,1,0,0,0,1
20260329-c-d-03,2026-03-29,勝田 成,広島東洋カープ,中日ドラゴンズ,8,遊,3,2,0,0,0,0,0,0,1
20260329-c-d-03,2026-03-29,栗林 良吏,広島東洋カープ,中日ドラゴンズ,9,投,3,3,0,0,0,0,0,0,0
20260329-c-d-03,2026-03-29,石伊 雄太,中日ドラゴンズ,広島東洋カープ,7,捕,3,3,0,0,0,0,0,0,0
20260329-c-d-03,2026-03-29,村松 開人,中日ドラゴンズ,広島東洋カープ,8,遊,3,3,0,0,0,0,0,0,0
20260329-c-d-03,2026-03-29,髙橋 宏斗,中日ドラゴンズ,広島東洋カープ,9,投,2,2,0,0,0,0,0,0,0
20260329-c-d-03,2026-03-29,板山 祐太郎,中日ドラゴンズ,広島東洋カープ,1,打,2,2,0,0,0,0,0,0,0
20260329-c-d-03,2026-03-29,阿部 寿樹,中日ドラゴンズ,広島東洋カープ,9,打,1,1,0,0,0,0,0,0,0
20260329-db-s-03,2026-03-29,長岡 秀樹,東京ヤクルトスワローズ,横浜DeNAベイスターズ,1,遊,5,4,1,1,0,0,0,0,2
20260329-db-s-03,2026-03-29,サンタナ,東京ヤクルトスワローズ,横浜DeNAベイスターズ,2,左,4,4,1,0,1,0,0,3,1
20260329-db-s-03,2026-03-29,古賀 優大,東京ヤクルトスワローズ,横浜DeNAベイスターズ,3,捕,4,4,2,2,0,0,0,0,2
20260329-db-s-03,2026-03-29,牧 秀悟,横浜DeNAベイスターズ,東京ヤクルトスワローズ,1,二,5,5,2,2,0,0,0,0,2
20260329-db-s-03,2026-03-29,度会 隆輝,横浜DeNAベイスターズ,東京ヤクルトスワローズ,2,左,5,5,3,2,0,0,1,1,3
20260329-db-s-03,2026-03-29,筒香 嘉智,横浜DeNAベイスターズ,東京ヤクルトスワローズ,3,三,4,4,3,2,1,0,0,1,3
20260329-db-s-03,2026-03-29,佐野 恵太,横浜DeNAベイスターズ,東京ヤクルトスワローズ,4,一,5,5,1,1,0,0,0,0,1
20260329-db-s-03,2026-03-29,ヒュンメル,横浜DeNAベイスターズ,東京ヤクルトスワローズ,5,右,5,3,0,0,0,0,0,0,2
20260329-db-s-03,2026-03-29,オスナ,東京ヤクルトスワローズ,横浜DeNAベイスターズ,4,一,4,4,0,0,0,0,0,1,0
20260329-db-s-03,2026-03-29,岩田 幸宏,東京ヤクルトスワローズ,横浜DeNAベイスターズ,5,中,4,4,1,1,0,0,0,0,1
20260329-db-s-03,2026-03-29,橋本 星哉,東京ヤクルトスワローズ,横浜DeNAベイスターズ,6,右,4,4,0,0,0,0,0,0,0
20260329-db-s-03,2026-03-29,山本 祐大,福岡ソフトバンクホークス,横浜DeNAベイスターズ,6,捕,5,4,1,1,0,0,0,0,2
20260329-db-s-03,2026-03-29,蝦名 達夫,横浜DeNAベイスターズ,東京ヤクルトスワローズ,7,中,4,4,1,1,0,0,0,0,1
20260329-db-s-03,2026-03-29,林 琢真,横浜DeNAベイスターズ,東京ヤクルトスワローズ,8,遊,4,3,0,0,0,0,0,0,1
20260329-db-s-03,2026-03-29,石田 裕太郎,横浜DeNAベイスターズ,東京ヤクルトスワローズ,9,投,3,3,0,0,0,0,0,0,0
20260329-db-s-03,2026-03-29,伊藤 琉偉,東京ヤクルトスワローズ,横浜DeNAベイスターズ,7,二,4,4,0,0,0,0,0,0,0
20260329-db-s-03,2026-03-29,高梨 裕稔,東京ヤクルトスワローズ,横浜DeNAベイスターズ,8,投,2,2,0,0,0,0,0,0,0
20260329-db-s-03,2026-03-29,武岡 龍世,東京ヤクルトスワローズ,横浜DeNAベイスターズ,9,三,4,4,1,1,0,0,0,0,1
20260329-db-s-03,2026-03-29,宮本 丈,東京ヤクルトスワローズ,横浜DeNAベイスターズ,8,打,1,1,1,1,0,0,0,0,1
20260329-db-s-03,2026-03-29,宮﨑 敏郎,横浜DeNAベイスターズ,東京ヤクルトスワローズ,9,打,1,1,0,0,0,0,0,0,0
20260329-db-s-03,2026-03-29,丸山 和郁,東京ヤクルトスワローズ,横浜DeNAベイスターズ,8,右,1,1,0,0,0,0,0,0,0
20260329-db-s-03,2026-03-29,ビシエド,横浜DeNAベイスターズ,東京ヤクルトスワローズ,3,打,1,0,0,0,0,0,0,1,0
20260329-g-t-03,2026-03-29,近本 光司,阪神タイガース,読売ジャイアンツ,1,中,5,5,1,1,0,0,0,0,1
20260329-g-t-03,2026-03-29,中野 拓夢,阪神タイガース,読売ジャイアンツ,2,二,5,5,1,0,1,0,0,0,1
20260329-g-t-03,2026-03-29,森下 翔太,阪神タイガース,読売ジャイアンツ,3,右,5,3,2,1,0,0,1,1,4
20260329-g-t-03,2026-03-29,佐藤 輝明,阪神タイガース,読売ジャイアンツ,4,三,5,4,2,1,1,0,0,0,3
20260329-g-t-03,2026-03-29,キャベッジ,読売ジャイアンツ,阪神タイガース,1,左,5,5,2,2,0,0,0,0,2
20260329-g-t-03,2026-03-29,松本 剛,読売ジャイアンツ,阪神タイガース,2,中,5,5,2,2,0,0,0,0,2
20260329-g-t-03,2026-03-29,泉口 友汰,読売ジャイアンツ,阪神タイガース,3,遊,5,4,3,1,1,0,1,1,4
20260329-g-t-03,2026-03-29,ダルベック,読売ジャイアンツ,阪神タイガース,4,一,5,4,2,0,1,0,1,4,3
20260329-g-t-03,2026-03-29,岸田 行倫,読売ジャイアンツ,阪神タイガース,5,捕,4,3,1,1,0,0,0,1,1
20260329-g-t-03,2026-03-29,大山 悠輔,阪神タイガース,読売ジャイアンツ,5,一,4,1,0,0,0,0,0,0,3
20260329-g-t-03,2026-03-29,中川 勇斗,阪神タイガース,読売ジャイアンツ,6,左,4,3,1,0,1,0,0,2,1
20260329-g-t-03,2026-03-29,伏見 寅威,阪神タイガース,読売ジャイアンツ,7,捕,3,2,0,0,0,0,0,1,1
20260329-g-t-03,2026-03-29,小幡 竜平,阪神タイガース,読売ジャイアンツ,8,遊,5,5,2,2,0,0,0,1,2
20260329-g-t-03,2026-03-29,伊藤 将司,阪神タイガース,読売ジャイアンツ,9,投,1,1,1,0,1,0,0,2,1
20260329-g-t-03,2026-03-29,中山 礼都,読売ジャイアンツ,阪神タイガース,6,右,4,3,0,0,0,0,0,0,1
20260329-g-t-03,2026-03-29,坂本 勇人,読売ジャイアンツ,阪神タイガース,7,三,4,4,0,0,0,0,0,0,0
20260329-g-t-03,2026-03-29,浦田 俊輔,読売ジャイアンツ,阪神タイガース,8,二,4,4,2,1,1,0,0,0,2
20260329-g-t-03,2026-03-29,赤星 優志,読売ジャイアンツ,阪神タイガース,9,投,1,1,0,0,0,0,0,0,0
20260329-g-t-03,2026-03-29,早川 太貴,阪神タイガース,読売ジャイアンツ,9,投,1,1,0,0,0,0,0,0,0
20260329-g-t-03,2026-03-29,佐々木 俊輔,読売ジャイアンツ,阪神タイガース,9,打,1,1,0,0,0,0,0,0,0
20260329-g-t-03,2026-03-29,糸原 健斗,阪神タイガース,読売ジャイアンツ,9,打,1,1,0,0,0,0,0,0,0
20260329-g-t-03,2026-03-29,若林 楽人,西武ライオンズ,読売ジャイアンツ,9,打,1,1,0,0,0,0,0,0,0
20260329-g-t-03,2026-03-29,坂本 誠志郎,阪神タイガース,読売ジャイアンツ,7,捕,2,2,2,1,0,1,0,3,2
20260329-g-t-03,2026-03-29,木浪 聖也,阪神タイガース,読売ジャイアンツ,9,打,1,1,1,1,0,0,0,2,1
20260329-g-t-03,2026-03-29,丸 佳浩,読売ジャイアンツ,阪神タイガース,9,打,1,1,0,0,0,0,0,0,0
20260329-g-t-03,2026-03-29,熊谷 敬宥,阪神タイガース,読売ジャイアンツ,5,走,1,1,0,0,0,0,0,0,0
20260329-g-t-03,2026-03-29,髙寺 望夢,阪神タイガース,読売ジャイアンツ,6,左,1,0,0,0,0,0,0,0,1
20260329-g-t-03,2026-03-29,濱田 太貴,阪神タイガース,読売ジャイアンツ,9,打,1,1,0,0,0,0,0,0,0
20260329-h-f-03,2026-03-29,水谷 瞬,北海道日本ハムファイターズ,福岡ソフトバンクホークス,1,左,5,5,1,1,0,0,0,0,1
20260329-h-f-03,2026-03-29,清宮 幸太郎,北海道日本ハムファイターズ,福岡ソフトバンクホークス,2,一,4,4,1,0,0,0,1,1,1
