選手名,球団,対球団名,試合,打率,本塁打,打点,盗塁,更新日
マルティネス,北海道日本ハムファイターズ,読売ジャイアンツ,0,,0,0,0,2026/06/28
マルティネス,北海道日本ハムファイターズ,中日ドラゴンズ,2,0.000,0,1,0,2026/06/28
マルティネス,北海道日本ハムファイターズ,広島東洋カープ,1,0.000,0,0,0,2026/06/28
マルティネス,北海道日本ハムファイターズ,東京ヤクルトスワローズ,3,0.250,1,2,0,2026/06/28
マルティネス,北海道日本ハムファイターズ,福岡ソフトバンクホークス,3,0.200,0,0,0,2026/06/28
マルティネス,北海道日本ハムファイターズ,オリックス・バファローズ,2,0.000,0,0,0,2026/06/28
マルティネス,北海道日本ハムファイターズ,東北楽天ゴールデンイーグルス,3,0.167,0,0,0,2026/06/28
マルティネス,北海道日本ハムファイターズ,埼玉西武ライオンズ,2,0.000,0,0,0,2026/06/28
マルティネス,北海道日本ハムファイターズ,千葉ロッテマリーンズ,1,0.000,0,0,0,2026/06/28
郡司 裕也,北海道日本ハムファイターズ,阪神タイガース,2,0.000,0,0,0,2026/06/28
郡司 裕也,北海道日本ハムファイターズ,横浜DeNAベイスターズ,2,0.167,0,1,0,2026/06/28
郡司 裕也,北海道日本ハムファイターズ,読売ジャイアンツ,3,0.200,1,3,0,2026/06/28
郡司 裕也,北海道日本ハムファイターズ,中日ドラゴンズ,1,0.500,0,0,0,2026/06/28
郡司 裕也,北海道日本ハムファイターズ,広島東洋カープ,2,0.000,0,0,0,2026/06/28
郡司 裕也,北海道日本ハムファイターズ,東京ヤクルトスワローズ,2,0.000,0,0,0,2026/06/28
郡司 裕也,北海道日本ハムファイターズ,福岡ソフトバンクホークス,8,0.194,1,2,0,2026/06/28
郡司 裕也,北海道日本ハムファイターズ,オリックス・バファローズ,12,0.273,1,3,0,2026/06/28
郡司 裕也,北海道日本ハムファイターズ,東北楽天ゴールデンイーグルス,11,0.257,1,5,0,2026/06/28
郡司 裕也,北海道日本ハムファイターズ,埼玉西武ライオンズ,9,0.217,0,1,0,2026/06/28
郡司 裕也,北海道日本ハムファイターズ,千葉ロッテマリーンズ,8,0.231,0,1,0,2026/06/28
上川畑 大悟,北海道日本ハムファイターズ,阪神タイガース,2,0.400,0,0,0,2026/06/28
上川畑 大悟,北海道日本ハムファイターズ,横浜DeNAベイスターズ,0,,0,0,0,2026/06/28
上川畑 大悟,北海道日本ハムファイターズ,読売ジャイアンツ,0,,0,0,0,2026/06/28
上川畑 大悟,北海道日本ハムファイターズ,中日ドラゴンズ,0,,0,0,0,2026/06/28
上川畑 大悟,北海道日本ハムファイターズ,広島東洋カープ,0,,0,0,0,2026/06/28
上川畑 大悟,北海道日本ハムファイターズ,東京ヤクルトスワローズ,0,,0,0,0,2026/06/28
上川畑 大悟,北海道日本ハムファイターズ,福岡ソフトバンクホークス,2,0.250,0,0,0,2026/06/28
上川畑 大悟,北海道日本ハムファイターズ,オリックス・バファローズ,0,,0,0,0,2026/06/28
上川畑 大悟,北海道日本ハムファイターズ,東北楽天ゴールデンイーグルス,2,0.250,0,0,0,2026/06/28
上川畑 大悟,北海道日本ハムファイターズ,埼玉西武ライオンズ,1,0.250,0,1,0,2026/06/28
上川畑 大悟,北海道日本ハムファイターズ,千葉ロッテマリーンズ,0,,0,0,0,2026/06/28
野村 佑希,北海道日本ハムファイターズ,阪神タイガース,1,0.000,0,0,0,2026/06/28
野村 佑希,北海道日本ハムファイターズ,横浜DeNAベイスターズ,2,0.143,0,1,0,2026/06/28
野村 佑希,北海道日本ハムファイターズ,読売ジャイアンツ,3,0.286,0,2,0,2026/06/28
野村 佑希,北海道日本ハムファイターズ,中日ドラゴンズ,2,0.333,0,2,0,2026/06/28
野村 佑希,北海道日本ハムファイターズ,広島東洋カープ,3,0.385,0,0,0,2026/06/28
野村 佑希,北海道日本ハムファイターズ,東京ヤクルトスワローズ,3,0.333,0,1,0,2026/06/28
野村 佑希,北海道日本ハムファイターズ,福岡ソフトバンクホークス,9,0.333,3,9,0,2026/06/28
野村 佑希,北海道日本ハムファイターズ,オリックス・バファローズ,12,0.225,2,10,0,2026/06/28
野村 佑希,北海道日本ハムファイターズ,東北楽天ゴールデンイーグルス,6,0.222,0,1,0,2026/06/28
野村 佑希,北海道日本ハムファイターズ,埼玉西武ライオンズ,10,0.182,1,3,0,2026/06/28
野村 佑希,北海道日本ハムファイターズ,千葉ロッテマリーンズ,9,0.267,3,3,0,2026/06/28
カストロ,北海道日本ハムファイターズ,阪神タイガース,3,0.556,0,3,0,2026/06/28
カストロ,北海道日本ハムファイターズ,横浜DeNAベイスターズ,1,0.333,0,1,0,2026/06/28
カストロ,北海道日本ハムファイターズ,読売ジャイアンツ,3,0.222,1,1,0,2026/06/28
カストロ,北海道日本ハムファイターズ,中日ドラゴンズ,1,0.000,0,0,0,2026/06/28
カストロ,北海道日本ハムファイターズ,広島東洋カープ,2,0.333,0,0,0,2026/06/28
カストロ,北海道日本ハムファイターズ,東京ヤクルトスワローズ,2,0.000,0,0,0,2026/06/28
カストロ,北海道日本ハムファイターズ,福岡ソフトバンクホークス,8,0.190,2,4,0,2026/06/28
カストロ,北海道日本ハムファイターズ,オリックス・バファローズ,7,0.360,1,4,0,2026/06/28
カストロ,北海道日本ハムファイターズ,東北楽天ゴールデンイーグルス,5,0.200,2,3,0,2026/06/28
カストロ,北海道日本ハムファイターズ,埼玉西武ライオンズ,6,0.176,1,2,1,2026/06/28
カストロ,北海道日本ハムファイターズ,千葉ロッテマリーンズ,6,0.059,0,0,1,2026/06/28
西川 遥輝,北海道日本ハムファイターズ,阪神タイガース,0,,0,0,0,2026/06/28
西川 遥輝,北海道日本ハムファイターズ,横浜DeNAベイスターズ,0,,0,0,0,2026/06/28
西川 遥輝,北海道日本ハムファイターズ,読売ジャイアンツ,0,,0,0,0,2026/06/28
西川 遥輝,北海道日本ハムファイターズ,中日ドラゴンズ,0,,0,0,0,2026/06/28
西川 遥輝,北海道日本ハムファイターズ,広島東洋カープ,0,,0,0,0,2026/06/28
西川 遥輝,北海道日本ハムファイターズ,東京ヤクルトスワローズ,0,,0,0,0,2026/06/28
西川 遥輝,北海道日本ハムファイターズ,福岡ソフトバンクホークス,3,0.000,0,0,0,2026/06/28
西川 遥輝,北海道日本ハムファイターズ,オリックス・バファローズ,5,0.176,1,3,0,2026/06/28
西川 遥輝,北海道日本ハムファイターズ,東北楽天ゴールデンイーグルス,4,0.429,0,0,0,2026/06/28
西川 遥輝,北海道日本ハムファイターズ,埼玉西武ライオンズ,2,0.000,0,0,0,2026/06/28
西川 遥輝,北海道日本ハムファイターズ,千葉ロッテマリーンズ,4,0.222,0,1,1,2026/06/28
淺間 大基,北海道日本ハムファイターズ,阪神タイガース,0,,0,0,0,2026/06/28
淺間 大基,北海道日本ハムファイターズ,横浜DeNAベイスターズ,0,,0,0,0,2026/06/28
淺間 大基,北海道日本ハムファイターズ,読売ジャイアンツ,1,0.000,0,0,0,2026/06/28
淺間 大基,北海道日本ハムファイターズ,中日ドラゴンズ,0,,0,0,0,2026/06/28
淺間 大基,北海道日本ハムファイターズ,広島東洋カープ,1,0.333,0,0,0,2026/06/28
淺間 大基,北海道日本ハムファイターズ,東京ヤクルトスワローズ,0,,0,0,0,2026/06/28
淺間 大基,北海道日本ハムファイターズ,福岡ソフトバンクホークス,2,0.000,0,0,0,2026/06/28
淺間 大基,北海道日本ハムファイターズ,オリックス・バファローズ,2,0.000,0,0,0,2026/06/28
淺間 大基,北海道日本ハムファイターズ,東北楽天ゴールデンイーグルス,6,0.250,1,2,1,2026/06/28
淺間 大基,北海道日本ハムファイターズ,埼玉西武ライオンズ,3,0.000,0,0,0,2026/06/28
淺間 大基,北海道日本ハムファイターズ,千葉ロッテマリーンズ,2,0.500,1,1,0,2026/06/28
清水 優心,北海道日本ハムファイターズ,阪神タイガース,0,,0,0,0,2026/06/28
清水 優心,北海道日本ハムファイターズ,横浜DeNAベイスターズ,0,,0,0,0,2026/06/28
清水 優心,北海道日本ハムファイターズ,読売ジャイアンツ,0,,0,0,0,2026/06/28
清水 優心,北海道日本ハムファイターズ,中日ドラゴンズ,0,,0,0,0,2026/06/28
清水 優心,北海道日本ハムファイターズ,広島東洋カープ,0,,0,0,0,2026/06/28
清水 優心,北海道日本ハムファイターズ,東京ヤクルトスワローズ,0,,0,0,0,2026/06/28
清水 優心,北海道日本ハムファイターズ,福岡ソフトバンクホークス,3,0.000,0,0,0,2026/06/28
清水 優心,北海道日本ハムファイターズ,オリックス・バファローズ,1,0.000,0,0,0,2026/06/28
清水 優心,北海道日本ハムファイターズ,東北楽天ゴールデンイーグルス,3,0.143,0,0,0,2026/06/28
清水 優心,北海道日本ハムファイターズ,埼玉西武ライオンズ,4,0.000,0,0,0,2026/06/28
清水 優心,北海道日本ハムファイターズ,千葉ロッテマリーンズ,4,0.222,1,4,0,2026/06/28
矢澤宏太,北海道日本ハムファイターズ,阪神タイガース,3,0.333,0,0,0,2026/06/28
矢澤宏太,北海道日本ハムファイターズ,横浜DeNAベイスターズ,2,0.000,0,0,0,2026/06/28
矢澤宏太,北海道日本ハムファイターズ,読売ジャイアンツ,2,0.250,0,0,0,2026/06/28
矢澤宏太,北海道日本ハムファイターズ,中日ドラゴンズ,0,,0,0,0,2026/06/28
矢澤宏太,北海道日本ハムファイターズ,広島東洋カープ,2,0.000,0,0,1,2026/06/28
矢澤宏太,北海道日本ハムファイターズ,東京ヤクルトスワローズ,2,0.333,0,0,0,2026/06/28
矢澤宏太,北海道日本ハムファイターズ,福岡ソフトバンクホークス,8,0.200,1,1,1,2026/06/28
矢澤宏太,北海道日本ハムファイターズ,オリックス・バファローズ,11,0.250,0,0,2,2026/06/28
矢澤宏太,北海道日本ハムファイターズ,東北楽天ゴールデンイーグルス,8,0.385,1,3,0,2026/06/28
矢澤宏太,北海道日本ハムファイターズ,埼玉西武ライオンズ,7,0.125,0,0,0,2026/06/28
矢澤宏太,北海道日本ハムファイターズ,千葉ロッテマリーンズ,9,0.136,1,1,1,2026/06/28
清宮 幸太郎,北海道日本ハムファイターズ,阪神タイガース,2,0.222,0,0,0,2026/06/28
清宮 幸太郎,北海道日本ハムファイターズ,横浜DeNAベイスターズ,2,0.125,0,0,0,2026/06/28
清宮 幸太郎,北海道日本ハムファイターズ,読売ジャイアンツ,3,0.182,0,1,0,2026/06/28
清宮 幸太郎,北海道日本ハムファイターズ,中日ドラゴンズ,3,0.000,0,0,0,2026/06/28
清宮 幸太郎,北海道日本ハムファイターズ,広島東洋カープ,3,0.200,0,0,0,2026/06/28
清宮 幸太郎,北海道日本ハムファイターズ,東京ヤクルトスワローズ,3,0.300,0,1,0,2026/06/28
清宮 幸太郎,北海道日本ハムファイターズ,福岡ソフトバンクホークス,11,0.286,2,6,0,2026/06/28
清宮 幸太郎,北海道日本ハムファイターズ,オリックス・バファローズ,12,0.267,1,6,2,2026/06/28
清宮 幸太郎,北海道日本ハムファイターズ,東北楽天ゴールデンイーグルス,10,0.200,2,7,0,2026/06/28
清宮 幸太郎,北海道日本ハムファイターズ,埼玉西武ライオンズ,10,0.172,0,2,0,2026/06/28
清宮 幸太郎,北海道日本ハムファイターズ,千葉ロッテマリーンズ,11,0.275,3,7,0,2026/06/28
進藤 勇也,北海道日本ハムファイターズ,阪神タイガース,1,0.000,0,0,0,2026/06/28
進藤 勇也,北海道日本ハムファイターズ,横浜DeNAベイスターズ,1,0.000,0,0,0,2026/06/28
進藤 勇也,北海道日本ハムファイターズ,読売ジャイアンツ,1,0.000,0,0,0,2026/06/28
進藤 勇也,北海道日本ハムファイターズ,中日ドラゴンズ,0,,0,0,0,2026/06/28
進藤 勇也,北海道日本ハムファイターズ,広島東洋カープ,1,0.750,0,0,0,2026/06/28
進藤 勇也,北海道日本ハムファイターズ,東京ヤクルトスワローズ,2,0.143,0,0,0,2026/06/28
進藤 勇也,北海道日本ハムファイターズ,福岡ソフトバンクホークス,3,0.250,0,0,0,2026/06/28
進藤 勇也,北海道日本ハムファイターズ,オリックス・バファローズ,2,0.000,0,0,0,2026/06/28
進藤 勇也,北海道日本ハムファイターズ,東北楽天ゴールデンイーグルス,2,0.000,0,0,0,2026/06/28
進藤 勇也,北海道日本ハムファイターズ,埼玉西武ライオンズ,3,0.000,0,0,0,2026/06/28
進藤 勇也,北海道日本ハムファイターズ,千葉ロッテマリーンズ,3,0.500,2,4,0,2026/06/28
エドポロ ケイン,北海道日本ハムファイターズ,阪神タイガース,1,0.000,0,0,0,2026/06/28
エドポロ ケイン,北海道日本ハムファイターズ,横浜DeNAベイスターズ,0,,0,0,0,2026/06/28
エドポロ ケイン,北海道日本ハムファイターズ,読売ジャイアンツ,0,,0,0,0,2026/06/28
エドポロ ケイン,北海道日本ハムファイターズ,中日ドラゴンズ,0,,0,0,0,2026/06/28
エドポロ ケイン,北海道日本ハムファイターズ,広島東洋カープ,0,,0,0,0,2026/06/28
エドポロ ケイン,北海道日本ハムファイターズ,東京ヤクルトスワローズ,0,,0,0,0,2026/06/28
エドポロ ケイン,北海道日本ハムファイターズ,福岡ソフトバンクホークス,3,0.000,0,0,0,2026/06/28
エドポロ ケイン,北海道日本ハムファイターズ,オリックス・バファローズ,0,,0,0,0,2026/06/28
エドポロ ケイン,北海道日本ハムファイターズ,東北楽天ゴールデンイーグルス,0,,0,0,0,2026/06/28
エドポロ ケイン,北海道日本ハムファイターズ,埼玉西武ライオンズ,0,,0,0,0,2026/06/28
エドポロ ケイン,北海道日本ハムファイターズ,千葉ロッテマリーンズ,0,,0,0,0,2026/06/28
水野 達稀,北海道日本ハムファイターズ,阪神タイガース,3,0.308,0,1,1,2026/06/28
水野 達稀,北海道日本ハムファイターズ,横浜DeNAベイスターズ,3,0.273,0,0,0,2026/06/28
水野 達稀,北海道日本ハムファイターズ,読売ジャイアンツ,3,0.091,0,0,1,2026/06/28
水野 達稀,北海道日本ハムファイターズ,中日ドラゴンズ,3,0.500,1,3,0,2026/06/28
水野 達稀,北海道日本ハムファイターズ,広島東洋カープ,3,0.231,0,1,0,2026/06/28
水野 達稀,北海道日本ハムファイターズ,東京ヤクルトスワローズ,2,0.200,1,1,1,2026/06/28
水野 達稀,北海道日本ハムファイターズ,福岡ソフトバンクホークス,11,0.297,0,1,1,2026/06/28
水野 達稀,北海道日本ハムファイターズ,オリックス・バファローズ,11,0.282,1,4,1,2026/06/28
水野 達稀,北海道日本ハムファイターズ,東北楽天ゴールデンイーグルス,10,0.400,0,4,1,2026/06/28
水野 達稀,北海道日本ハムファイターズ,埼玉西武ライオンズ,9,0.250,0,1,0,2026/06/28
水野 達稀,北海道日本ハムファイターズ,千葉ロッテマリーンズ,11,0.324,0,6,1,2026/06/28
大塚 瑠晏,北海道日本ハムファイターズ,阪神タイガース,0,,0,0,0,2026/06/28
大塚 瑠晏,北海道日本ハムファイターズ,横浜DeNAベイスターズ,3,0.444,2,4,0,2026/06/28
大塚 瑠晏,北海道日本ハムファイターズ,読売ジャイアンツ,0,,0,0,0,2026/06/28
大塚 瑠晏,北海道日本ハムファイターズ,中日ドラゴンズ,2,0.286,1,1,0,2026/06/28
大塚 瑠晏,北海道日本ハムファイターズ,広島東洋カープ,2,0.333,0,1,0,2026/06/28
大塚 瑠晏,北海道日本ハムファイターズ,東京ヤクルトスワローズ,1,0.000,0,0,0,2026/06/28
大塚 瑠晏,北海道日本ハムファイターズ,福岡ソフトバンクホークス,2,0.286,0,0,0,2026/06/28
大塚 瑠晏,北海道日本ハムファイターズ,オリックス・バファローズ,7,0.167,1,2,0,2026/06/28
大塚 瑠晏,北海道日本ハムファイターズ,東北楽天ゴールデンイーグルス,4,0.375,0,0,0,2026/06/28
大塚 瑠晏,北海道日本ハムファイターズ,埼玉西武ライオンズ,7,0.222,0,0,0,2026/06/28
大塚 瑠晏,北海道日本ハムファイターズ,千葉ロッテマリーンズ,4,0.100,0,1,0,2026/06/28
